k, i, j, t, w, pr
1, 1, 2, 0, 14, 0.50
1, 1, 4, 0, 27, 0.50
1, 2, 3, 0, 39, 0.50
1, 2, 5, 0, 23, 0.50
1, 3, 6, 0, 22, 0.50
1, 4, 5, 0, 28, 0.50
1, 4, 7, 0, 36, 0.50
1, 5, 6, 0, 17, 0.50
1, 5, 8, 0, 1, 0.50
1, 6, 9, 0, 19, 0.50
1, 7, 8, 0, 12, 0.50
1, 8, 9, 0, 33, 0.50
1, 1, 2, 1, 27, 0.50
1, 1, 4, 1, 13, 0.50
1, 2, 3, 1, 23, 0.50
1, 2, 5, 1, 10, 0.50
1, 3, 6, 1, 26, 0.50
1, 4, 5, 1, 12, 0.50
1, 4, 7, 1, 36, 0.50
1, 5, 6, 1, 43, 0.50
1, 5, 8, 1, 19, 0.50
1, 6, 9, 1, 13, 0.50
1, 7, 8, 1, 13, 0.50
1, 8, 9, 1, 36, 0.50
1, 1, 2, 2, 41, 0.50
1, 1, 4, 2, 24, 0.50
1, 2, 3, 2, 28, 0.50
1, 2, 5, 2, 17, 0.50
1, 3, 6, 2, 25, 0.50
1, 4, 5, 2, 24, 0.50
1, 4, 7, 2, 12, 0.50
1, 5, 6, 2, 36, 0.50
1, 5, 8, 2, 16, 0.50
1, 6, 9, 2, 13, 0.50
1, 7, 8, 2, 7, 0.50
1, 8, 9, 2, 25, 0.50
1, 1, 2, 3, 1, 0.50
1, 1, 4, 3, 36, 0.50
1, 2, 3, 3, 28, 0.50
1, 2, 5, 3, 2, 0.50
1, 3, 6, 3, 35, 0.50
1, 4, 5, 3, 13, 0.50
1, 4, 7, 3, 23, 0.50
1, 5, 6, 3, 15, 0.50
1, 5, 8, 3, 28, 0.50
1, 6, 9, 3, 39, 0.50
1, 7, 8, 3, 44, 0.50
1, 8, 9, 3, 5, 0.50
1, 1, 2, 4, 23, 0.50
1, 1, 4, 4, 21, 0.50
1, 2, 3, 4, 33, 0.50
1, 2, 5, 4, 4, 0.50
1, 3, 6, 4, 12, 0.50
1, 4, 5, 4, 1, 0.50
1, 4, 7, 4, 18, 0.50
1, 5, 6, 4, 36, 0.50
1, 5, 8, 4, 37, 0.50
1, 6, 9, 4, 29, 0.50
1, 7, 8, 4, 28, 0.50
1, 8, 9, 4, 36, 0.50
1, 1, 2, 5, 20, 0.50
1, 1, 4, 5, 8, 0.50
1, 2, 3, 5, 2, 0.50
1, 2, 5, 5, 13, 0.50
1, 3, 6, 5, 21, 0.50
1, 4, 5, 5, 14, 0.50
1, 4, 7, 5, 7, 0.50
1, 5, 6, 5, 13, 0.50
1, 5, 8, 5, 28, 0.50
1, 6, 9, 5, 33, 0.50
1, 7, 8, 5, 3, 0.50
1, 8, 9, 5, 15, 0.50
1, 1, 2, 6, 35, 0.50
1, 1, 4, 6, 43, 0.50
1, 2, 3, 6, 24, 0.50
1, 2, 5, 6, 14, 0.50
1, 3, 6, 6, 36, 0.50
1, 4, 5, 6, 40, 0.50
1, 4, 7, 6, 24, 0.50
1, 5, 6, 6, 42, 0.50
1, 5, 8, 6, 36, 0.50
1, 6, 9, 6, 12, 0.50
1, 7, 8, 6, 3, 0.50
1, 8, 9, 6, 14, 0.50
1, 1, 2, 7, 27, 0.50
1, 1, 4, 7, 35, 0.50
1, 2, 3, 7, 30, 0.50
1, 2, 5, 7, 40, 0.50
1, 3, 6, 7, 22, 0.50
1, 4, 5, 7, 18, 0.50
1, 4, 7, 7, 16, 0.50
1, 5, 6, 7, 18, 0.50
1, 5, 8, 7, 29, 0.50
1, 6, 9, 7, 28, 0.50
1, 7, 8, 7, 32, 0.50
1, 8, 9, 7, 43, 0.50
1, 1, 2, 8, 5, 0.50
1, 1, 4, 8, 26, 0.50
1, 2, 3, 8, 41, 0.50
1, 2, 5, 8, 14, 0.50
1, 3, 6, 8, 8, 0.50
1, 4, 5, 8, 43, 0.50
1, 4, 7, 8, 33, 0.50
1, 5, 6, 8, 18, 0.50
1, 5, 8, 8, 12, 0.50
1, 6, 9, 8, 35, 0.50
1, 7, 8, 8, 19, 0.50
1, 8, 9, 8, 11, 0.50
1, 1, 2, 9, 3, 0.50
1, 1, 4, 9, 2, 0.50
1, 2, 3, 9, 14, 0.50
1, 2, 5, 9, 23, 0.50
1, 3, 6, 9, 13, 0.50
1, 4, 5, 9, 13, 0.50
1, 4, 7, 9, 37, 0.50
1, 5, 6, 9, 25, 0.50
1, 5, 8, 9, 17, 0.50
1, 6, 9, 9, 44, 0.50
1, 7, 8, 9, 26, 0.50
1, 8, 9, 9, 37, 0.50
1, 1, 2, 10, 27, 0.50
1, 1, 4, 10, 4, 0.50
1, 2, 3, 10, 36, 0.50
1, 2, 5, 10, 43, 0.50
1, 3, 6, 10, 5, 0.50
1, 4, 5, 10, 10, 0.50
1, 4, 7, 10, 20, 0.50
1, 5, 6, 10, 28, 0.50
1, 5, 8, 10, 11, 0.50
1, 6, 9, 10, 33, 0.50
1, 7, 8, 10, 44, 0.50
1, 8, 9, 10, 21, 0.50
1, 1, 2, 11, 13, 0.50
1, 1, 4, 11, 35, 0.50
1, 2, 3, 11, 5, 0.50
1, 2, 5, 11, 13, 0.50
1, 3, 6, 11, 10, 0.50
1, 4, 5, 11, 11, 0.50
1, 4, 7, 11, 42, 0.50
1, 5, 6, 11, 4, 0.50
1, 5, 8, 11, 21, 0.50
1, 6, 9, 11, 18, 0.50
1, 7, 8, 11, 28, 0.50
1, 8, 9, 11, 31, 0.50
