k, i, j, t, w, pr
1, 1, 2, 0, 1, 0.25
1, 1, 5, 0, 4, 0.25
1, 2, 3, 0, 8, 0.25
1, 2, 6, 0, 1, 0.25
1, 3, 4, 0, 15, 0.25
1, 3, 7, 0, 18, 0.25
1, 4, 8, 0, 17, 0.25
1, 5, 6, 0, 5, 0.25
1, 5, 9, 0, 16, 0.25
1, 6, 7, 0, 8, 0.25
1, 6, 10, 0, 10, 0.25
1, 7, 8, 0, 9, 0.25
1, 7, 11, 0, 3, 0.25
1, 8, 12, 0, 11, 0.25
1, 9, 10, 0, 2, 0.25
1, 9, 13, 0, 16, 0.25
1, 10, 11, 0, 12, 0.25
1, 10, 14, 0, 13, 0.25
1, 11, 12, 0, 9, 0.25
1, 11, 15, 0, 18, 0.25
1, 12, 16, 0, 2, 0.25
1, 13, 14, 0, 13, 0.25
1, 14, 15, 0, 11, 0.25
1, 15, 16, 0, 2, 0.25
1, 1, 2, 1, 12, 0.25
1, 1, 5, 1, 15, 0.25
1, 2, 3, 1, 18, 0.25
1, 2, 6, 1, 1, 0.25
1, 3, 4, 1, 12, 0.25
1, 3, 7, 1, 13, 0.25
1, 4, 8, 1, 14, 0.25
1, 5, 6, 1, 1, 0.25
1, 5, 9, 1, 7, 0.25
1, 6, 7, 1, 13, 0.25
1, 6, 10, 1, 5, 0.25
1, 7, 8, 1, 11, 0.25
1, 7, 11, 1, 7, 0.25
1, 8, 12, 1, 13, 0.25
1, 9, 10, 1, 3, 0.25
1, 9, 13, 1, 17, 0.25
1, 10, 11, 1, 5, 0.25
1, 10, 14, 1, 15, 0.25
1, 11, 12, 1, 12, 0.25
1, 11, 15, 1, 17, 0.25
1, 12, 16, 1, 12, 0.25
1, 13, 14, 1, 11, 0.25
1, 14, 15, 1, 8, 0.25
1, 15, 16, 1, 5, 0.25
1, 1, 2, 2, 8, 0.25
1, 1, 5, 2, 6, 0.25
1, 2, 3, 2, 12, 0.25
1, 2, 6, 2, 5, 0.25
1, 3, 4, 2, 6, 0.25
1, 3, 7, 2, 9, 0.25
1, 4, 8, 2, 3, 0.25
1, 5, 6, 2, 5, 0.25
1, 5, 9, 2, 1, 0.25
1, 6, 7, 2, 19, 0.25
1, 6, 10, 2, 6, 0.25
1, 7, 8, 2, 4, 0.25
1, 7, 11, 2, 12, 0.25
1, 8, 12, 2, 4, 0.25
1, 9, 10, 2, 6, 0.25
1, 9, 13, 2, 8, 0.25
1, 10, 11, 2, 10, 0.25
1, 10, 14, 2, 4, 0.25
1, 11, 12, 2, 17, 0.25
1, 11, 15, 2, 19, 0.25
1, 12, 16, 2, 11, 0.25
1, 13, 14, 2, 18, 0.25
1, 14, 15, 2, 18, 0.25
1, 15, 16, 2, 13, 0.25
1, 1, 2, 3, 2, 0.25
1, 1, 5, 3, 6, 0.25
1, 2, 3, 3, 18, 0.25
1, 2, 6, 3, 8, 0.25
1, 3, 4, 3, 18, 0.25
1, 3, 7, 3, 8, 0.25
1, 4, 8, 3, 13, 0.25
1, 5, 6, 3, 14, 0.25
1, 5, 9, 3, 8, 0.25
1, 6, 7, 3, 8, 0.25
1, 6, 10, 3, 14, 0.25
1, 7, 8, 3, 10, 0.25
1, 7, 11, 3, 14, 0.25
1, 8, 12, 3, 15, 0.25
1, 9, 10, 3, 14, 0.25
1, 9, 13, 3, 9, 0.25
1, 10, 11, 3, 8, 0.25
1, 10, 14, 3, 6, 0.25
1, 11, 12, 3, 12, 0.25
1, 11, 15, 3, 15, 0.25
1, 12, 16, 3, 6, 0.25
1, 13, 14, 3, 3, 0.25
1, 14, 15, 3, 17, 0.25
1, 15, 16, 3, 12, 0.25
1, 1, 2, 4, 19, 0.25
1, 1, 5, 4, 17, 0.25
1, 2, 3, 4, 13, 0.25
1, 2, 6, 4, 13, 0.25
1, 3, 4, 4, 16, 0.25
1, 3, 7, 4, 7, 0.25
1, 4, 8, 4, 8, 0.25
1, 5, 6, 4, 9, 0.25
1, 5, 9, 4, 3, 0.25
1, 6, 7, 4, 4, 0.25
1, 6, 10, 4, 7, 0.25
1, 7, 8, 4, 5, 0.25
1, 7, 11, 4, 18, 0.25
1, 8, 12, 4, 17, 0.25
1, 9, 10, 4, 9, 0.25
1, 9, 13, 4, 10, 0.25
1, 10, 11, 4, 15, 0.25
1, 10, 14, 4, 15, 0.25
1, 11, 12, 4, 12, 0.25
1, 11, 15, 4, 18, 0.25
1, 12, 16, 4, 14, 0.25
1, 13, 14, 4, 15, 0.25
1, 14, 15, 4, 16, 0.25
1, 15, 16, 4, 15, 0.25
1, 1, 2, 5, 9, 0.25
1, 1, 5, 5, 12, 0.25
1, 2, 3, 5, 12, 0.25
1, 2, 6, 5, 3, 0.25
1, 3, 4, 5, 7, 0.25
1, 3, 7, 5, 9, 0.25
1, 4, 8, 5, 15, 0.25
1, 5, 6, 5, 9, 0.25
1, 5, 9, 5, 15, 0.25
1, 6, 7, 5, 11, 0.25
1, 6, 10, 5, 15, 0.25
1, 7, 8, 5, 2, 0.25
1, 7, 11, 5, 13, 0.25
1, 8, 12, 5, 17, 0.25
1, 9, 10, 5, 16, 0.25
1, 9, 13, 5, 3, 0.25
1, 10, 11, 5, 15, 0.25
1, 10, 14, 5, 7, 0.25
1, 11, 12, 5, 13, 0.25
1, 11, 15, 5, 11, 0.25
1, 12, 16, 5, 7, 0.25
1, 13, 14, 5, 5, 0.25
1, 14, 15, 5, 11, 0.25
1, 15, 16, 5, 14, 0.25
1, 1, 2, 6, 6, 0.25
1, 1, 5, 6, 3, 0.25
1, 2, 3, 6, 6, 0.25
1, 2, 6, 6, 7, 0.25
1, 3, 4, 6, 18, 0.25
1, 3, 7, 6, 16, 0.25
1, 4, 8, 6, 12, 0.25
1, 5, 6, 6, 13, 0.25
1, 5, 9, 6, 15, 0.25
1, 6, 7, 6, 4, 0.25
1, 6, 10, 6, 7, 0.25
1, 7, 8, 6, 14, 0.25
1, 7, 11, 6, 13, 0.25
1, 8, 12, 6, 9, 0.25
1, 9, 10, 6, 13, 0.25
1, 9, 13, 6, 13, 0.25
1, 10, 11, 6, 18, 0.25
1, 10, 14, 6, 7, 0.25
1, 11, 12, 6, 12, 0.25
1, 11, 15, 6, 12, 0.25
1, 12, 16, 6, 18, 0.25
1, 13, 14, 6, 1, 0.25
1, 14, 15, 6, 13, 0.25
1, 15, 16, 6, 8, 0.25
1, 1, 2, 7, 18, 0.25
1, 1, 5, 7, 17, 0.25
1, 2, 3, 7, 5, 0.25
1, 2, 6, 7, 9, 0.25
1, 3, 4, 7, 2, 0.25
1, 3, 7, 7, 7, 0.25
1, 4, 8, 7, 16, 0.25
1, 5, 6, 7, 9, 0.25
1, 5, 9, 7, 5, 0.25
1, 6, 7, 7, 5, 0.25
1, 6, 10, 7, 14, 0.25
1, 7, 8, 7, 8, 0.25
1, 7, 11, 7, 8, 0.25
1, 8, 12, 7, 8, 0.25
1, 9, 10, 7, 13, 0.25
1, 9, 13, 7, 17, 0.25
1, 10, 11, 7, 13, 0.25
1, 10, 14, 7, 11, 0.25
1, 11, 12, 7, 9, 0.25
1, 11, 15, 7, 5, 0.25
1, 12, 16, 7, 15, 0.25
1, 13, 14, 7, 19, 0.25
1, 14, 15, 7, 5, 0.25
1, 15, 16, 7, 19, 0.25
1, 1, 2, 8, 18, 0.25
1, 1, 5, 8, 9, 0.25
1, 2, 3, 8, 17, 0.25
1, 2, 6, 8, 17, 0.25
1, 3, 4, 8, 7, 0.25
1, 3, 7, 8, 7, 0.25
1, 4, 8, 8, 5, 0.25
1, 5, 6, 8, 18, 0.25
1, 5, 9, 8, 19, 0.25
1, 6, 7, 8, 17, 0.25
1, 6, 10, 8, 11, 0.25
1, 7, 8, 8, 12, 0.25
1, 7, 11, 8, 19, 0.25
1, 8, 12, 8, 9, 0.25
1, 9, 10, 8, 3, 0.25
1, 9, 13, 8, 7, 0.25
1, 10, 11, 8, 7, 0.25
1, 10, 14, 8, 2, 0.25
1, 11, 12, 8, 3, 0.25
1, 11, 15, 8, 11, 0.25
1, 12, 16, 8, 3, 0.25
1, 13, 14, 8, 6, 0.25
1, 14, 15, 8, 4, 0.25
1, 15, 16, 8, 5, 0.25
1, 1, 2, 9, 7, 0.25
1, 1, 5, 9, 8, 0.25
1, 2, 3, 9, 17, 0.25
1, 2, 6, 9, 18, 0.25
1, 3, 4, 9, 9, 0.25
1, 3, 7, 9, 7, 0.25
1, 4, 8, 9, 1, 0.25
1, 5, 6, 9, 16, 0.25
1, 5, 9, 9, 6, 0.25
1, 6, 7, 9, 11, 0.25
1, 6, 10, 9, 10, 0.25
1, 7, 8, 9, 8, 0.25
1, 7, 11, 9, 14, 0.25
1, 8, 12, 9, 12, 0.25
1, 9, 10, 9, 2, 0.25
1, 9, 13, 9, 18, 0.25
1, 10, 11, 9, 9, 0.25
1, 10, 14, 9, 15, 0.25
1, 11, 12, 9, 11, 0.25
1, 11, 15, 9, 16, 0.25
1, 12, 16, 9, 18, 0.25
1, 13, 14, 9, 14, 0.25
1, 14, 15, 9, 8, 0.25
1, 15, 16, 9, 8, 0.25
1, 1, 2, 10, 17, 0.25
1, 1, 5, 10, 17, 0.25
1, 2, 3, 10, 13, 0.25
1, 2, 6, 10, 10, 0.25
1, 3, 4, 10, 14, 0.25
1, 3, 7, 10, 14, 0.25
1, 4, 8, 10, 10, 0.25
1, 5, 6, 10, 14, 0.25
1, 5, 9, 10, 17, 0.25
1, 6, 7, 10, 3, 0.25
1, 6, 10, 10, 15, 0.25
1, 7, 8, 10, 19, 0.25
1, 7, 11, 10, 17, 0.25
1, 8, 12, 10, 10, 0.25
1, 9, 10, 10, 12, 0.25
1, 9, 13, 10, 12, 0.25
1, 10, 11, 10, 12, 0.25
1, 10, 14, 10, 13, 0.25
1, 11, 12, 10, 3, 0.25
1, 11, 15, 10, 2, 0.25
1, 12, 16, 10, 18, 0.25
1, 13, 14, 10, 5, 0.25
1, 14, 15, 10, 7, 0.25
1, 15, 16, 10, 13, 0.25
1, 1, 2, 11, 4, 0.25
1, 1, 5, 11, 8, 0.25
1, 2, 3, 11, 2, 0.25
1, 2, 6, 11, 9, 0.25
1, 3, 4, 11, 10, 0.25
1, 3, 7, 11, 6, 0.25
1, 4, 8, 11, 18, 0.25
1, 5, 6, 11, 6, 0.25
1, 5, 9, 11, 2, 0.25
1, 6, 7, 11, 4, 0.25
1, 6, 10, 11, 7, 0.25
1, 7, 8, 11, 10, 0.25
1, 7, 11, 11, 5, 0.25
1, 8, 12, 11, 3, 0.25
1, 9, 10, 11, 14, 0.25
1, 9, 13, 11, 17, 0.25
1, 10, 11, 11, 8, 0.25
1, 10, 14, 11, 12, 0.25
1, 11, 12, 11, 10, 0.25
1, 11, 15, 11, 15, 0.25
1, 12, 16, 11, 6, 0.25
1, 13, 14, 11, 7, 0.25
1, 14, 15, 11, 16, 0.25
1, 15, 16, 11, 2, 0.25
1, 1, 2, 12, 8, 0.25
1, 1, 5, 12, 2, 0.25
1, 2, 3, 12, 12, 0.25
1, 2, 6, 12, 11, 0.25
1, 3, 4, 12, 8, 0.25
