k, i, j, t, w, pr
1, 1, 2, 0, 5, 0.50
1, 1, 6, 0, 10, 0.50
1, 2, 3, 0, 19, 0.50
1, 2, 7, 0, 15, 0.50
1, 3, 4, 0, 5, 0.50
1, 3, 8, 0, 16, 0.50
1, 4, 5, 0, 4, 0.50
1, 4, 9, 0, 14, 0.50
1, 5, 10, 0, 1, 0.50
1, 6, 7, 0, 9, 0.50
1, 6, 11, 0, 19, 0.50
1, 7, 8, 0, 10, 0.50
1, 7, 12, 0, 19, 0.50
1, 8, 9, 0, 12, 0.50
1, 8, 13, 0, 19, 0.50
1, 9, 10, 0, 16, 0.50
1, 9, 14, 0, 18, 0.50
1, 10, 15, 0, 3, 0.50
1, 11, 12, 0, 9, 0.50
1, 11, 16, 0, 12, 0.50
1, 12, 13, 0, 18, 0.50
1, 12, 17, 0, 7, 0.50
1, 13, 14, 0, 2, 0.50
1, 13, 18, 0, 9, 0.50
1, 14, 15, 0, 8, 0.50
1, 14, 19, 0, 20, 0.50
1, 15, 20, 0, 2, 0.50
1, 16, 17, 0, 5, 0.50
1, 16, 21, 0, 10, 0.50
1, 17, 18, 0, 15, 0.50
1, 17, 22, 0, 18, 0.50
1, 18, 19, 0, 14, 0.50
1, 18, 23, 0, 20, 0.50
1, 19, 20, 0, 19, 0.50
1, 19, 24, 0, 6, 0.50
1, 20, 25, 0, 20, 0.50
1, 21, 22, 0, 1, 0.50
1, 22, 23, 0, 8, 0.50
1, 23, 24, 0, 18, 0.50
1, 24, 25, 0, 8, 0.50
1, 1, 2, 1, 8, 0.50
1, 1, 6, 1, 11, 0.50
1, 2, 3, 1, 12, 0.50
1, 2, 7, 1, 15, 0.50
1, 3, 4, 1, 19, 0.50
1, 3, 8, 1, 16, 0.50
1, 4, 5, 1, 8, 0.50
1, 4, 9, 1, 3, 0.50
1, 5, 10, 1, 18, 0.50
1, 6, 7, 1, 3, 0.50
1, 6, 11, 1, 6, 0.50
1, 7, 8, 1, 18, 0.50
1, 7, 12, 1, 17, 0.50
1, 8, 9, 1, 13, 0.50
1, 8, 13, 1, 8, 0.50
1, 9, 10, 1, 14, 0.50
1, 9, 14, 1, 11, 0.50
1, 10, 15, 1, 15, 0.50
1, 11, 12, 1, 4, 0.50
1, 11, 16, 1, 12, 0.50
1, 12, 13, 1, 14, 0.50
1, 12, 17, 1, 14, 0.50
1, 13, 14, 1, 14, 0.50
1, 13, 18, 1, 20, 0.50
1, 14, 15, 1, 1, 0.50
1, 14, 19, 1, 19, 0.50
1, 15, 20, 1, 2, 0.50
1, 16, 17, 1, 3, 0.50
1, 16, 21, 1, 20, 0.50
1, 17, 18, 1, 11, 0.50
1, 17, 22, 1, 8, 0.50
1, 18, 19, 1, 13, 0.50
1, 18, 23, 1, 3, 0.50
1, 19, 20, 1, 6, 0.50
1, 19, 24, 1, 6, 0.50
1, 20, 25, 1, 11, 0.50
1, 21, 22, 1, 6, 0.50
1, 22, 23, 1, 3, 0.50
1, 23, 24, 1, 14, 0.50
1, 24, 25, 1, 18, 0.50
1, 1, 2, 2, 11, 0.50
1, 1, 6, 2, 19, 0.50
1, 2, 3, 2, 8, 0.50
1, 2, 7, 2, 5, 0.50
1, 3, 4, 2, 3, 0.50
1, 3, 8, 2, 4, 0.50
1, 4, 5, 2, 12, 0.50
1, 4, 9, 2, 5, 0.50
1, 5, 10, 2, 19, 0.50
1, 6, 7, 2, 6, 0.50
1, 6, 11, 2, 10, 0.50
1, 7, 8, 2, 16, 0.50
1, 7, 12, 2, 5, 0.50
1, 8, 9, 2, 20, 0.50
1, 8, 13, 2, 3, 0.50
1, 9, 10, 2, 8, 0.50
1, 9, 14, 2, 4, 0.50
1, 10, 15, 2, 9, 0.50
1, 11, 12, 2, 20, 0.50
1, 11, 16, 2, 21, 0.50
1, 12, 13, 2, 18, 0.50
1, 12, 17, 2, 14, 0.50
1, 13, 14, 2, 17, 0.50
1, 13, 18, 2, 2, 0.50
1, 14, 15, 2, 21, 0.50
1, 14, 19, 2, 7, 0.50
1, 15, 20, 2, 9, 0.50
1, 16, 17, 2, 10, 0.50
1, 16, 21, 2, 9, 0.50
1, 17, 18, 2, 20, 0.50
1, 17, 22, 2, 12, 0.50
1, 18, 19, 2, 15, 0.50
1, 18, 23, 2, 18, 0.50
1, 19, 20, 2, 11, 0.50
1, 19, 24, 2, 14, 0.50
1, 20, 25, 2, 3, 0.50
1, 21, 22, 2, 9, 0.50
1, 22, 23, 2, 2, 0.50
1, 23, 24, 2, 18, 0.50
1, 24, 25, 2, 9, 0.50
1, 1, 2, 3, 7, 0.50
1, 1, 6, 3, 10, 0.50
1, 2, 3, 3, 7, 0.50
1, 2, 7, 3, 11, 0.50
1, 3, 4, 3, 9, 0.50
1, 3, 8, 3, 17, 0.50
1, 4, 5, 3, 17, 0.50
1, 4, 9, 3, 15, 0.50
1, 5, 10, 3, 18, 0.50
1, 6, 7, 3, 21, 0.50
1, 6, 11, 3, 2, 0.50
1, 7, 8, 3, 16, 0.50
1, 7, 12, 3, 20, 0.50
1, 8, 9, 3, 9, 0.50
1, 8, 13, 3, 16, 0.50
1, 9, 10, 3, 19, 0.50
1, 9, 14, 3, 10, 0.50
1, 10, 15, 3, 6, 0.50
1, 11, 12, 3, 12, 0.50
1, 11, 16, 3, 14, 0.50
1, 12, 13, 3, 18, 0.50
1, 12, 17, 3, 2, 0.50
1, 13, 14, 3, 14, 0.50
1, 13, 18, 3, 6, 0.50
1, 14, 15, 3, 3, 0.50
1, 14, 19, 3, 16, 0.50
1, 15, 20, 3, 5, 0.50
1, 16, 17, 3, 11, 0.50
1, 16, 21, 3, 19, 0.50
1, 17, 18, 3, 6, 0.50
1, 17, 22, 3, 17, 0.50
1, 18, 19, 3, 19, 0.50
1, 18, 23, 3, 3, 0.50
1, 19, 20, 3, 7, 0.50
1, 19, 24, 3, 19, 0.50
1, 20, 25, 3, 3, 0.50
1, 21, 22, 3, 12, 0.50
1, 22, 23, 3, 7, 0.50
1, 23, 24, 3, 8, 0.50
1, 24, 25, 3, 8, 0.50
1, 1, 2, 4, 10, 0.50
1, 1, 6, 4, 14, 0.50
1, 2, 3, 4, 15, 0.50
1, 2, 7, 4, 20, 0.50
1, 3, 4, 4, 14, 0.50
1, 3, 8, 4, 19, 0.50
1, 4, 5, 4, 12, 0.50
1, 4, 9, 4, 3, 0.50
1, 5, 10, 4, 11, 0.50
1, 6, 7, 4, 20, 0.50
1, 6, 11, 4, 14, 0.50
1, 7, 8, 4, 15, 0.50
1, 7, 12, 4, 1, 0.50
1, 8, 9, 4, 4, 0.50
1, 8, 13, 4, 12, 0.50
1, 9, 10, 4, 14, 0.50
1, 9, 14, 4, 5, 0.50
1, 10, 15, 4, 19, 0.50
1, 11, 12, 4, 5, 0.50
1, 11, 16, 4, 8, 0.50
1, 12, 13, 4, 10, 0.50
1, 12, 17, 4, 18, 0.50
1, 13, 14, 4, 15, 0.50
1, 13, 18, 4, 12, 0.50
1, 14, 15, 4, 5, 0.50
1, 14, 19, 4, 20, 0.50
1, 15, 20, 4, 2, 0.50
1, 16, 17, 4, 20, 0.50
1, 16, 21, 4, 13, 0.50
1, 17, 18, 4, 10, 0.50
1, 17, 22, 4, 4, 0.50
1, 18, 19, 4, 7, 0.50
1, 18, 23, 4, 12, 0.50
1, 19, 20, 4, 16, 0.50
1, 19, 24, 4, 5, 0.50
1, 20, 25, 4, 14, 0.50
1, 21, 22, 4, 11, 0.50
1, 22, 23, 4, 8, 0.50
1, 23, 24, 4, 4, 0.50
1, 24, 25, 4, 12, 0.50
1, 1, 2, 5, 6, 0.50
1, 1, 6, 5, 20, 0.50
1, 2, 3, 5, 21, 0.50
1, 2, 7, 5, 12, 0.50
1, 3, 4, 5, 3, 0.50
1, 3, 8, 5, 16, 0.50
1, 4, 5, 5, 14, 0.50
1, 4, 9, 5, 6, 0.50
1, 5, 10, 5, 2, 0.50
1, 6, 7, 5, 11, 0.50
1, 6, 11, 5, 4, 0.50
1, 7, 8, 5, 12, 0.50
1, 7, 12, 5, 11, 0.50
1, 8, 9, 5, 13, 0.50
1, 8, 13, 5, 16, 0.50
1, 9, 10, 5, 20, 0.50
1, 9, 14, 5, 15, 0.50
1, 10, 15, 5, 15, 0.50
1, 11, 12, 5, 2, 0.50
1, 11, 16, 5, 18, 0.50
1, 12, 13, 5, 13, 0.50
1, 12, 17, 5, 12, 0.50
1, 13, 14, 5, 8, 0.50
1, 13, 18, 5, 5, 0.50
1, 14, 15, 5, 15, 0.50
1, 14, 19, 5, 4, 0.50
1, 15, 20, 5, 9, 0.50
1, 16, 17, 5, 19, 0.50
1, 16, 21, 5, 10, 0.50
1, 17, 18, 5, 15, 0.50
1, 17, 22, 5, 17, 0.50
1, 18, 19, 5, 21, 0.50
1, 18, 23, 5, 3, 0.50
1, 19, 20, 5, 4, 0.50
1, 19, 24, 5, 2, 0.50
1, 20, 25, 5, 15, 0.50
1, 21, 22, 5, 4, 0.50
1, 22, 23, 5, 18, 0.50
1, 23, 24, 5, 17, 0.50
1, 24, 25, 5, 7, 0.50
1, 1, 2, 6, 16, 0.50
1, 1, 6, 6, 19, 0.50
1, 2, 3, 6, 8, 0.50
1, 2, 7, 6, 6, 0.50
1, 3, 4, 6, 7, 0.50
1, 3, 8, 6, 11, 0.50
1, 4, 5, 6, 1, 0.50
1, 4, 9, 6, 3, 0.50
1, 5, 10, 6, 20, 0.50
1, 6, 7, 6, 10, 0.50
1, 6, 11, 6, 3, 0.50
1, 7, 8, 6, 5, 0.50
1, 7, 12, 6, 14, 0.50
1, 8, 9, 6, 5, 0.50
1, 8, 13, 6, 13, 0.50
1, 9, 10, 6, 13, 0.50
1, 9, 14, 6, 4, 0.50
1, 10, 15, 6, 16, 0.50
1, 11, 12, 6, 6, 0.50
1, 11, 16, 6, 18, 0.50
1, 12, 13, 6, 7, 0.50
1, 12, 17, 6, 7, 0.50
1, 13, 14, 6, 20, 0.50
1, 13, 18, 6, 16, 0.50
1, 14, 15, 6, 20, 0.50
1, 14, 19, 6, 14, 0.50
1, 15, 20, 6, 15, 0.50
1, 16, 17, 6, 7, 0.50
1, 16, 21, 6, 4, 0.50
1, 17, 18, 6, 12, 0.50
1, 17, 22, 6, 11, 0.50
1, 18, 19, 6, 5, 0.50
1, 18, 23, 6, 14, 0.50
1, 19, 20, 6, 11, 0.50
1, 19, 24, 6, 11, 0.50
1, 20, 25, 6, 2, 0.50
1, 21, 22, 6, 14, 0.50
1, 22, 23, 6, 15, 0.50
1, 23, 24, 6, 17, 0.50
1, 24, 25, 6, 7, 0.50
1, 1, 2, 7, 9, 0.50
1, 1, 6, 7, 2, 0.50
1, 2, 3, 7, 12, 0.50
1, 2, 7, 7, 17, 0.50
1, 3, 4, 7, 7, 0.50
1, 3, 8, 7, 21, 0.50
1, 4, 5, 7, 10, 0.50
1, 4, 9, 7, 2, 0.50
1, 5, 10, 7, 6, 0.50
1, 6, 7, 7, 11, 0.50
1, 6, 11, 7, 14, 0.50
1, 7, 8, 7, 1, 0.50
1, 7, 12, 7, 19, 0.50
1, 8, 9, 7, 4, 0.50
1, 8, 13, 7, 6, 0.50
1, 9, 10, 7, 17, 0.50
1, 9, 14, 7, 20, 0.50
1, 10, 15, 7, 4, 0.50
1, 11, 12, 7, 3, 0.50
1, 11, 16, 7, 6, 0.50
1, 12, 13, 7, 1, 0.50
1, 12, 17, 7, 1, 0.50
1, 13, 14, 7, 15, 0.50
1, 13, 18, 7, 19, 0.50
1, 14, 15, 7, 1, 0.50
1, 14, 19, 7, 12, 0.50
1, 15, 20, 7, 21, 0.50
1, 16, 17, 7, 11, 0.50
1, 16, 21, 7, 4, 0.50
1, 17, 18, 7, 8, 0.50
1, 17, 22, 7, 19, 0.50
1, 18, 19, 7, 11, 0.50
1, 18, 23, 7, 10, 0.50
1, 19, 20, 7, 8, 0.50
1, 19, 24, 7, 13, 0.50
1, 20, 25, 7, 15, 0.50
1, 21, 22, 7, 13, 0.50
1, 22, 23, 7, 11, 0.50
1, 23, 24, 7, 13, 0.50
1, 24, 25, 7, 9, 0.50
1, 1, 2, 8, 4, 0.50
1, 1, 6, 8, 19, 0.50
1, 2, 3, 8, 12, 0.50
1, 2, 7, 8, 9, 0.50
1, 3, 4, 8, 20, 0.50
1, 3, 8, 8, 17, 0.50
1, 4, 5, 8, 14, 0.50
1, 4, 9, 8, 6, 0.50
1, 5, 10, 8, 6, 0.50
1, 6, 7, 8, 3, 0.50
1, 6, 11, 8, 9, 0.50
1, 7, 8, 8, 10, 0.50
1, 7, 12, 8, 19, 0.50
1, 8, 9, 8, 16, 0.50
1, 8, 13, 8, 3, 0.50
1, 9, 10, 8, 18, 0.50
1, 9, 14, 8, 20, 0.50
1, 10, 15, 8, 4, 0.50
1, 11, 12, 8, 21, 0.50
1, 11, 16, 8, 12, 0.50
1, 12, 13, 8, 20, 0.50
1, 12, 17, 8, 16, 0.50
1, 13, 14, 8, 20, 0.50
1, 13, 18, 8, 19, 0.50
1, 14, 15, 8, 1, 0.50
1, 14, 19, 8, 14, 0.50
1, 15, 20, 8, 20, 0.50
1, 16, 17, 8, 14, 0.50
1, 16, 21, 8, 1, 0.50
1, 17, 18, 8, 14, 0.50
1, 17, 22, 8, 5, 0.50
1, 18, 19, 8, 13, 0.50
1, 18, 23, 8, 10, 0.50
1, 19, 20, 8, 6, 0.50
1, 19, 24, 8, 15, 0.50
1, 20, 25, 8, 9, 0.50
1, 21, 22, 8, 7, 0.50
1, 22, 23, 8, 18, 0.50
1, 23, 24, 8, 19, 0.50
1, 24, 25, 8, 15, 0.50
1, 1, 2, 9, 16, 0.50
1, 1, 6, 9, 14, 0.50
1, 2, 3, 9, 17, 0.50
1, 2, 7, 9, 14, 0.50
1, 3, 4, 9, 5, 0.50
1, 3, 8, 9, 2, 0.50
1, 4, 5, 9, 19, 0.50
1, 4, 9, 9, 2, 0.50
1, 5, 10, 9, 4, 0.50
1, 6, 7, 9, 8, 0.50
1, 6, 11, 9, 18, 0.50
1, 7, 8, 9, 15, 0.50
1, 7, 12, 9, 13, 0.50
1, 8, 9, 9, 7, 0.50
1, 8, 13, 9, 19, 0.50
1, 9, 10, 9, 2, 0.50
1, 9, 14, 9, 20, 0.50
1, 10, 15, 9, 11, 0.50
1, 11, 12, 9, 11, 0.50
1, 11, 16, 9, 4, 0.50
1, 12, 13, 9, 7, 0.50
1, 12, 17, 9, 21, 0.50
1, 13, 14, 9, 13, 0.50
1, 13, 18, 9, 12, 0.50
1, 14, 15, 9, 6, 0.50
1, 14, 19, 9, 14, 0.50
1, 15, 20, 9, 15, 0.50
1, 16, 17, 9, 16, 0.50
1, 16, 21, 9, 5, 0.50
1, 17, 18, 9, 7, 0.50
1, 17, 22, 9, 20, 0.50
1, 18, 19, 9, 13, 0.50
1, 18, 23, 9, 5, 0.50
1, 19, 20, 9, 9, 0.50
1, 19, 24, 9, 16, 0.50
1, 20, 25, 9, 16, 0.50
1, 21, 22, 9, 11, 0.50
1, 22, 23, 9, 13, 0.50
1, 23, 24, 9, 9, 0.50
1, 24, 25, 9, 20, 0.50
1, 1, 2, 10, 2, 0.50
1, 1, 6, 10, 12, 0.50
1, 2, 3, 10, 3, 0.50
1, 2, 7, 10, 16, 0.50
1, 3, 4, 10, 20, 0.50
1, 3, 8, 10, 12, 0.50
1, 4, 5, 10, 18, 0.50
1, 4, 9, 10, 10, 0.50
1, 5, 10, 10, 15, 0.50
1, 6, 7, 10, 4, 0.50
1, 6, 11, 10, 13, 0.50
1, 7, 8, 10, 18, 0.50
1, 7, 12, 10, 6, 0.50
1, 8, 9, 10, 15, 0.50
1, 8, 13, 10, 15, 0.50
1, 9, 10, 10, 17, 0.50
1, 9, 14, 10, 18, 0.50
1, 10, 15, 10, 5, 0.50
1, 11, 12, 10, 12, 0.50
1, 11, 16, 10, 10, 0.50
1, 12, 13, 10, 9, 0.50
1, 12, 17, 10, 5, 0.50
1, 13, 14, 10, 19, 0.50
1, 13, 18, 10, 4, 0.50
1, 14, 15, 10, 9, 0.50
1, 14, 19, 10, 16, 0.50
1, 15, 20, 10, 5, 0.50
1, 16, 17, 10, 17, 0.50
1, 16, 21, 10, 4, 0.50
1, 17, 18, 10, 1, 0.50
1, 17, 22, 10, 6, 0.50
