k, i, j, t, w, pr
1, 1, 2, 0, 7, 0.25
1, 1, 5, 0, 16, 0.25
1, 2, 3, 0, 22, 0.25
1, 2, 6, 0, 8, 0.25
1, 3, 4, 0, 20, 0.25
1, 3, 7, 0, 19, 0.25
1, 4, 8, 0, 20, 0.25
1, 5, 6, 0, 11, 0.25
1, 5, 9, 0, 19, 0.25
1, 6, 7, 0, 2, 0.25
1, 6, 10, 0, 23, 0.25
1, 7, 8, 0, 13, 0.25
1, 7, 11, 0, 16, 0.25
1, 8, 12, 0, 28, 0.25
1, 9, 10, 0, 11, 0.25
1, 9, 13, 0, 25, 0.25
1, 10, 11, 0, 24, 0.25
1, 10, 14, 0, 11, 0.25
1, 11, 12, 0, 19, 0.25
1, 11, 15, 0, 23, 0.25
1, 12, 16, 0, 10, 0.25
1, 13, 14, 0, 19, 0.25
1, 14, 15, 0, 7, 0.25
1, 15, 16, 0, 7, 0.25
1, 1, 2, 1, 20, 0.25
1, 1, 5, 1, 22, 0.25
1, 2, 3, 1, 28, 0.25
1, 2, 6, 1, 18, 0.25
1, 3, 4, 1, 22, 0.25
1, 3, 7, 1, 25, 0.25
1, 4, 8, 1, 25, 0.25
1, 5, 6, 1, 16, 0.25
1, 5, 9, 1, 22, 0.25
1, 6, 7, 1, 1, 0.25
1, 6, 10, 1, 8, 0.25
1, 7, 8, 1, 11, 0.25
1, 7, 11, 1, 9, 0.25
1, 8, 12, 1, 21, 0.25
1, 9, 10, 1, 4, 0.25
1, 9, 13, 1, 16, 0.25
1, 10, 11, 1, 27, 0.25
1, 10, 14, 1, 11, 0.25
1, 11, 12, 1, 17, 0.25
1, 11, 15, 1, 4, 0.25
1, 12, 16, 1, 21, 0.25
1, 13, 14, 1, 25, 0.25
1, 14, 15, 1, 12, 0.25
1, 15, 16, 1, 14, 0.25
1, 1, 2, 2, 6, 0.25
1, 1, 5, 2, 5, 0.25
1, 2, 3, 2, 28, 0.25
1, 2, 6, 2, 5, 0.25
1, 3, 4, 2, 1, 0.25
1, 3, 7, 2, 11, 0.25
1, 4, 8, 2, 10, 0.25
1, 5, 6, 2, 12, 0.25
1, 5, 9, 2, 21, 0.25
1, 6, 7, 2, 29, 0.25
1, 6, 10, 2, 12, 0.25
1, 7, 8, 2, 20, 0.25
1, 7, 11, 2, 13, 0.25
1, 8, 12, 2, 10, 0.25
1, 9, 10, 2, 3, 0.25
1, 9, 13, 2, 21, 0.25
1, 10, 11, 2, 5, 0.25
1, 10, 14, 2, 27, 0.25
1, 11, 12, 2, 2, 0.25
1, 11, 15, 2, 3, 0.25
1, 12, 16, 2, 24, 0.25
1, 13, 14, 2, 17, 0.25
1, 14, 15, 2, 9, 0.25
1, 15, 16, 2, 20, 0.25
1, 1, 2, 3, 18, 0.25
1, 1, 5, 3, 7, 0.25
1, 2, 3, 3, 19, 0.25
1, 2, 6, 3, 24, 0.25
1, 3, 4, 3, 27, 0.25
1, 3, 7, 3, 17, 0.25
1, 4, 8, 3, 28, 0.25
1, 5, 6, 3, 7, 0.25
1, 5, 9, 3, 6, 0.25
1, 6, 7, 3, 14, 0.25
1, 6, 10, 3, 9, 0.25
1, 7, 8, 3, 14, 0.25
1, 7, 11, 3, 11, 0.25
1, 8, 12, 3, 26, 0.25
1, 9, 10, 3, 28, 0.25
1, 9, 13, 3, 21, 0.25
1, 10, 11, 3, 28, 0.25
1, 10, 14, 3, 21, 0.25
1, 11, 12, 3, 13, 0.25
1, 11, 15, 3, 12, 0.25
1, 12, 16, 3, 3, 0.25
1, 13, 14, 3, 24, 0.25
1, 14, 15, 3, 3, 0.25
1, 15, 16, 3, 18, 0.25
1, 1, 2, 4, 3, 0.25
1, 1, 5, 4, 28, 0.25
1, 2, 3, 4, 20, 0.25
1, 2, 6, 4, 11, 0.25
1, 3, 4, 4, 24, 0.25
1, 3, 7, 4, 29, 0.25
1, 4, 8, 4, 23, 0.25
1, 5, 6, 4, 21, 0.25
1, 5, 9, 4, 21, 0.25
1, 6, 7, 4, 25, 0.25
1, 6, 10, 4, 13, 0.25
1, 7, 8, 4, 12, 0.25
1, 7, 11, 4, 18, 0.25
1, 8, 12, 4, 9, 0.25
1, 9, 10, 4, 7, 0.25
1, 9, 13, 4, 27, 0.25
1, 10, 11, 4, 5, 0.25
1, 10, 14, 4, 17, 0.25
1, 11, 12, 4, 10, 0.25
1, 11, 15, 4, 18, 0.25
1, 12, 16, 4, 26, 0.25
1, 13, 14, 4, 10, 0.25
1, 14, 15, 4, 24, 0.25
1, 15, 16, 4, 4, 0.25
1, 1, 2, 5, 19, 0.25
1, 1, 5, 5, 20, 0.25
