k, i, j, t, w, pr
1, 1, 2, 0, 8, 0.17
1, 1, 5, 0, 6, 0.17
1, 2, 3, 0, 13, 0.17
1, 2, 6, 0, 4, 0.17
1, 3, 4, 0, 21, 0.17
1, 3, 7, 0, 27, 0.17
1, 4, 8, 0, 7, 0.17
1, 5, 6, 0, 19, 0.17
1, 5, 9, 0, 5, 0.17
1, 6, 7, 0, 6, 0.17
1, 6, 10, 0, 27, 0.17
1, 7, 8, 0, 16, 0.17
1, 7, 11, 0, 25, 0.17
1, 8, 12, 0, 22, 0.17
1, 9, 10, 0, 24, 0.17
1, 9, 13, 0, 16, 0.17
1, 10, 11, 0, 15, 0.17
1, 10, 14, 0, 22, 0.17
1, 11, 12, 0, 15, 0.17
1, 11, 15, 0, 27, 0.17
1, 12, 16, 0, 6, 0.17
1, 13, 14, 0, 23, 0.17
1, 14, 15, 0, 8, 0.17
1, 15, 16, 0, 3, 0.17
1, 1, 2, 1, 5, 0.17
1, 1, 5, 1, 2, 0.17
1, 2, 3, 1, 21, 0.17
1, 2, 6, 1, 6, 0.17
1, 3, 4, 1, 23, 0.17
1, 3, 7, 1, 21, 0.17
1, 4, 8, 1, 3, 0.17
1, 5, 6, 1, 6, 0.17
1, 5, 9, 1, 25, 0.17
1, 6, 7, 1, 17, 0.17
1, 6, 10, 1, 2, 0.17
1, 7, 8, 1, 23, 0.17
1, 7, 11, 1, 15, 0.17
1, 8, 12, 1, 18, 0.17
1, 9, 10, 1, 1, 0.17
1, 9, 13, 1, 24, 0.17
1, 10, 11, 1, 29, 0.17
1, 10, 14, 1, 25, 0.17
1, 11, 12, 1, 14, 0.17
1, 11, 15, 1, 10, 0.17
1, 12, 16, 1, 22, 0.17
1, 13, 14, 1, 4, 0.17
1, 14, 15, 1, 21, 0.17
1, 15, 16, 1, 9, 0.17
1, 1, 2, 2, 9, 0.17
1, 1, 5, 2, 17, 0.17
1, 2, 3, 2, 12, 0.17
1, 2, 6, 2, 19, 0.17
1, 3, 4, 2, 6, 0.17
1, 3, 7, 2, 9, 0.17
1, 4, 8, 2, 15, 0.17
1, 5, 6, 2, 2, 0.17
1, 5, 9, 2, 6, 0.17
1, 6, 7, 2, 25, 0.17
1, 6, 10, 2, 24, 0.17
1, 7, 8, 2, 13, 0.17
1, 7, 11, 2, 9, 0.17
1, 8, 12, 2, 12, 0.17
1, 9, 10, 2, 19, 0.17
1, 9, 13, 2, 23, 0.17
1, 10, 11, 2, 8, 0.17
1, 10, 14, 2, 3, 0.17
1, 11, 12, 2, 27, 0.17
1, 11, 15, 2, 12, 0.17
1, 12, 16, 2, 14, 0.17
1, 13, 14, 2, 4, 0.17
1, 14, 15, 2, 11, 0.17
1, 15, 16, 2, 9, 0.17
1, 1, 2, 3, 3, 0.17
1, 1, 5, 3, 17, 0.17
1, 2, 3, 3, 26, 0.17
1, 2, 6, 3, 4, 0.17
1, 3, 4, 3, 11, 0.17
1, 3, 7, 3, 20, 0.17
1, 4, 8, 3, 17, 0.17
1, 5, 6, 3, 2, 0.17
1, 5, 9, 3, 22, 0.17
1, 6, 7, 3, 21, 0.17
1, 6, 10, 3, 4, 0.17
1, 7, 8, 3, 2, 0.17
1, 7, 11, 3, 22, 0.17
1, 8, 12, 3, 21, 0.17
1, 9, 10, 3, 10, 0.17
1, 9, 13, 3, 4, 0.17
1, 10, 11, 3, 8, 0.17
1, 10, 14, 3, 19, 0.17
1, 11, 12, 3, 7, 0.17
1, 11, 15, 3, 21, 0.17
1, 12, 16, 3, 28, 0.17
1, 13, 14, 3, 22, 0.17
1, 14, 15, 3, 12, 0.17
1, 15, 16, 3, 6, 0.17
1, 1, 2, 4, 8, 0.17
1, 1, 5, 4, 25, 0.17
1, 2, 3, 4, 20, 0.17
1, 2, 6, 4, 16, 0.17
1, 3, 4, 4, 4, 0.17
1, 3, 7, 4, 6, 0.17
1, 4, 8, 4, 24, 0.17
1, 5, 6, 4, 3, 0.17
1, 5, 9, 4, 25, 0.17
1, 6, 7, 4, 19, 0.17
1, 6, 10, 4, 19, 0.17
1, 7, 8, 4, 16, 0.17
1, 7, 11, 4, 17, 0.17
1, 8, 12, 4, 13, 0.17
1, 9, 10, 4, 11, 0.17
1, 9, 13, 4, 16, 0.17
1, 10, 11, 4, 22, 0.17
1, 10, 14, 4, 16, 0.17
1, 11, 12, 4, 7, 0.17
1, 11, 15, 4, 17, 0.17
1, 12, 16, 4, 15, 0.17
1, 13, 14, 4, 14, 0.17
1, 14, 15, 4, 23, 0.17
1, 15, 16, 4, 26, 0.17
1, 1, 2, 5, 24, 0.17
1, 1, 5, 5, 4, 0.17
1, 2, 3, 5, 24, 0.17
1, 2, 6, 5, 28, 0.17
1, 3, 4, 5, 19, 0.17
1, 3, 7, 5, 19, 0.17
1, 4, 8, 5, 15, 0.17
1, 5, 6, 5, 26, 0.17
1, 5, 9, 5, 4, 0.17
1, 6, 7, 5, 24, 0.17
1, 6, 10, 5, 21, 0.17
1, 7, 8, 5, 5, 0.17
1, 7, 11, 5, 21, 0.17
1, 8, 12, 5, 3, 0.17
1, 9, 10, 5, 9, 0.17
1, 9, 13, 5, 5, 0.17
1, 10, 11, 5, 19, 0.17
1, 10, 14, 5, 23, 0.17
1, 11, 12, 5, 17, 0.17
1, 11, 15, 5, 7, 0.17
1, 12, 16, 5, 24, 0.17
1, 13, 14, 5, 23, 0.17
1, 14, 15, 5, 17, 0.17
1, 15, 16, 5, 15, 0.17
1, 1, 2, 6, 18, 0.17
1, 1, 5, 6, 15, 0.17
1, 2, 3, 6, 10, 0.17
1, 2, 6, 6, 13, 0.17
1, 3, 4, 6, 9, 0.17
1, 3, 7, 6, 20, 0.17
1, 4, 8, 6, 12, 0.17
1, 5, 6, 6, 16, 0.17
1, 5, 9, 6, 6, 0.17
1, 6, 7, 6, 27, 0.17
1, 6, 10, 6, 2, 0.17
1, 7, 8, 6, 22, 0.17
1, 7, 11, 6, 22, 0.17
1, 8, 12, 6, 25, 0.17
1, 9, 10, 6, 16, 0.17
1, 9, 13, 6, 21, 0.17
1, 10, 11, 6, 20, 0.17
1, 10, 14, 6, 18, 0.17
1, 11, 12, 6, 23, 0.17
1, 11, 15, 6, 13, 0.17
1, 12, 16, 6, 28, 0.17
1, 13, 14, 6, 21, 0.17
1, 14, 15, 6, 6, 0.17
1, 15, 16, 6, 13, 0.17
1, 1, 2, 7, 1, 0.17
1, 1, 5, 7, 27, 0.17
1, 2, 3, 7, 20, 0.17
1, 2, 6, 7, 21, 0.17
1, 3, 4, 7, 15, 0.17
1, 3, 7, 7, 18, 0.17
1, 4, 8, 7, 8, 0.17
1, 5, 6, 7, 6, 0.17
1, 5, 9, 7, 21, 0.17
1, 6, 7, 7, 29, 0.17
1, 6, 10, 7, 9, 0.17
1, 7, 8, 7, 5, 0.17
1, 7, 11, 7, 22, 0.17
1, 8, 12, 7, 21, 0.17
1, 9, 10, 7, 6, 0.17
1, 9, 13, 7, 18, 0.17
1, 10, 11, 7, 26, 0.17
1, 10, 14, 7, 25, 0.17
1, 11, 12, 7, 28, 0.17
1, 11, 15, 7, 25, 0.17
1, 12, 16, 7, 14, 0.17
1, 13, 14, 7, 21, 0.17
1, 14, 15, 7, 29, 0.17
1, 15, 16, 7, 22, 0.17
1, 1, 2, 8, 15, 0.17
1, 1, 5, 8, 29, 0.17
1, 2, 3, 8, 29, 0.17
1, 2, 6, 8, 22, 0.17
1, 3, 4, 8, 4, 0.17
1, 3, 7, 8, 18, 0.17
1, 4, 8, 8, 27, 0.17
1, 5, 6, 8, 24, 0.17
1, 5, 9, 8, 21, 0.17
1, 6, 7, 8, 10, 0.17
1, 6, 10, 8, 20, 0.17
1, 7, 8, 8, 20, 0.17
1, 7, 11, 8, 7, 0.17
1, 8, 12, 8, 5, 0.17
1, 9, 10, 8, 13, 0.17
1, 9, 13, 8, 5, 0.17
1, 10, 11, 8, 21, 0.17
1, 10, 14, 8, 9, 0.17
1, 11, 12, 8, 7, 0.17
1, 11, 15, 8, 2, 0.17
1, 12, 16, 8, 18, 0.17
1, 13, 14, 8, 3, 0.17
1, 14, 15, 8, 17, 0.17
1, 15, 16, 8, 15, 0.17
1, 1, 2, 9, 10, 0.17
1, 1, 5, 9, 18, 0.17
1, 2, 3, 9, 24, 0.17
1, 2, 6, 9, 2, 0.17
1, 3, 4, 9, 10, 0.17
1, 3, 7, 9, 18, 0.17
1, 4, 8, 9, 9, 0.17
1, 5, 6, 9, 18, 0.17
1, 5, 9, 9, 26, 0.17
1, 6, 7, 9, 5, 0.17
1, 6, 10, 9, 9, 0.17
1, 7, 8, 9, 20, 0.17
