k, i, j, t, w, pr
1, 1, 2, 0, 19, 0.17
1, 1, 4, 0, 1, 0.17
1, 2, 3, 0, 25, 0.17
1, 2, 5, 0, 31, 0.17
1, 3, 6, 0, 19, 0.17
1, 4, 5, 0, 34, 0.17
1, 4, 7, 0, 32, 0.17
1, 5, 6, 0, 32, 0.17
1, 5, 8, 0, 32, 0.17
1, 6, 9, 0, 38, 0.17
1, 7, 8, 0, 43, 0.17
1, 8, 9, 0, 3, 0.17
1, 1, 2, 1, 43, 0.17
1, 1, 4, 1, 18, 0.17
1, 2, 3, 1, 10, 0.17
1, 2, 5, 1, 38, 0.17
1, 3, 6, 1, 35, 0.17
1, 4, 5, 1, 18, 0.17
1, 4, 7, 1, 20, 0.17
1, 5, 6, 1, 24, 0.17
1, 5, 8, 1, 15, 0.17
1, 6, 9, 1, 29, 0.17
1, 7, 8, 1, 8, 0.17
1, 8, 9, 1, 40, 0.17
1, 1, 2, 2, 5, 0.17
1, 1, 4, 2, 40, 0.17
1, 2, 3, 2, 37, 0.17
1, 2, 5, 2, 2, 0.17
1, 3, 6, 2, 25, 0.17
1, 4, 5, 2, 13, 0.17
1, 4, 7, 2, 36, 0.17
1, 5, 6, 2, 20, 0.17
1, 5, 8, 2, 28, 0.17
1, 6, 9, 2, 20, 0.17
1, 7, 8, 2, 42, 0.17
1, 8, 9, 2, 24, 0.17
1, 1, 2, 3, 22, 0.17
1, 1, 4, 3, 24, 0.17
1, 2, 3, 3, 25, 0.17
1, 2, 5, 3, 38, 0.17
1, 3, 6, 3, 39, 0.17
1, 4, 5, 3, 41, 0.17
1, 4, 7, 3, 23, 0.17
1, 5, 6, 3, 38, 0.17
1, 5, 8, 3, 35, 0.17
1, 6, 9, 3, 34, 0.17
1, 7, 8, 3, 9, 0.17
1, 8, 9, 3, 38, 0.17
1, 1, 2, 4, 10, 0.17
1, 1, 4, 4, 6, 0.17
1, 2, 3, 4, 10, 0.17
1, 2, 5, 4, 41, 0.17
1, 3, 6, 4, 11, 0.17
1, 4, 5, 4, 29, 0.17
1, 4, 7, 4, 36, 0.17
1, 5, 6, 4, 27, 0.17
1, 5, 8, 4, 34, 0.17
1, 6, 9, 4, 44, 0.17
1, 7, 8, 4, 31, 0.17
1, 8, 9, 4, 1, 0.17
1, 1, 2, 5, 20, 0.17
1, 1, 4, 5, 32, 0.17
1, 2, 3, 5, 38, 0.17
1, 2, 5, 5, 38, 0.17
1, 3, 6, 5, 36, 0.17
1, 4, 5, 5, 29, 0.17
1, 4, 7, 5, 29, 0.17
1, 5, 6, 5, 38, 0.17
1, 5, 8, 5, 17, 0.17
1, 6, 9, 5, 4, 0.17
1, 7, 8, 5, 16, 0.17
1, 8, 9, 5, 8, 0.17
1, 1, 2, 6, 8, 0.17
1, 1, 4, 6, 30, 0.17
1, 2, 3, 6, 15, 0.17
1, 2, 5, 6, 19, 0.17
1, 3, 6, 6, 11, 0.17
1, 4, 5, 6, 4, 0.17
1, 4, 7, 6, 21, 0.17
1, 5, 6, 6, 15, 0.17
1, 5, 8, 6, 5, 0.17
1, 6, 9, 6, 3, 0.17
1, 7, 8, 6, 15, 0.17
1, 8, 9, 6, 35, 0.17
1, 1, 2, 7, 38, 0.17
1, 1, 4, 7, 23, 0.17
1, 2, 3, 7, 4, 0.17
1, 2, 5, 7, 39, 0.17
1, 3, 6, 7, 16, 0.17
1, 4, 5, 7, 30, 0.17
1, 4, 7, 7, 14, 0.17
1, 5, 6, 7, 2, 0.17
1, 5, 8, 7, 38, 0.17
1, 6, 9, 7, 42, 0.17
1, 7, 8, 7, 34, 0.17
1, 8, 9, 7, 33, 0.17
1, 1, 2, 8, 6, 0.17
1, 1, 4, 8, 35, 0.17
1, 2, 3, 8, 10, 0.17
1, 2, 5, 8, 14, 0.17
1, 3, 6, 8, 19, 0.17
1, 4, 5, 8, 11, 0.17
1, 4, 7, 8, 36, 0.17
1, 5, 6, 8, 40, 0.17
1, 5, 8, 8, 8, 0.17
1, 6, 9, 8, 6, 0.17
1, 7, 8, 8, 5, 0.17
1, 8, 9, 8, 14, 0.17
1, 1, 2, 9, 12, 0.17
1, 1, 4, 9, 20, 0.17
1, 2, 3, 9, 2, 0.17
1, 2, 5, 9, 27, 0.17
1, 3, 6, 9, 43, 0.17
1, 4, 5, 9, 38, 0.17
1, 4, 7, 9, 1, 0.17
1, 5, 6, 9, 34, 0.17
1, 5, 8, 9, 30, 0.17
1, 6, 9, 9, 28, 0.17
1, 7, 8, 9, 8, 0.17
1, 8, 9, 9, 5, 0.17
1, 1, 2, 10, 43, 0.17
1, 1, 4, 10, 35, 0.17
1, 2, 3, 10, 4, 0.17
1, 2, 5, 10, 14, 0.17
1, 3, 6, 10, 14, 0.17
1, 4, 5, 10, 28, 0.17
1, 4, 7, 10, 29, 0.17
1, 5, 6, 10, 24, 0.17
1, 5, 8, 10, 27, 0.17
1, 6, 9, 10, 33, 0.17
1, 7, 8, 10, 26, 0.17
1, 8, 9, 10, 42, 0.17
1, 1, 2, 11, 22, 0.17
1, 1, 4, 11, 38, 0.17
1, 2, 3, 11, 23, 0.17
1, 2, 5, 11, 13, 0.17
1, 3, 6, 11, 8, 0.17
1, 4, 5, 11, 22, 0.17
1, 4, 7, 11, 4, 0.17
1, 5, 6, 11, 20, 0.17
1, 5, 8, 11, 2, 0.17
1, 6, 9, 11, 19, 0.17
1, 7, 8, 11, 3, 0.17
1, 8, 9, 11, 19, 0.17
1, 1, 2, 12, 40, 0.17
1, 1, 4, 12, 1, 0.17
1, 2, 3, 12, 30, 0.17
1, 2, 5, 12, 2, 0.17
1, 3, 6, 12, 3, 0.17
1, 4, 5, 12, 22, 0.17
1, 4, 7, 12, 12, 0.17
1, 5, 6, 12, 28, 0.17
1, 5, 8, 12, 37, 0.17
1, 6, 9, 12, 39, 0.17
1, 7, 8, 12, 5, 0.17
1, 8, 9, 12, 30, 0.17
1, 1, 2, 13, 28, 0.17
1, 1, 4, 13, 13, 0.17
1, 2, 3, 13, 43, 0.17
1, 2, 5, 13, 20, 0.17
1, 3, 6, 13, 6, 0.17
1, 4, 5, 13, 15, 0.17
1, 4, 7, 13, 6, 0.17
1, 5, 6, 13, 6, 0.17
1, 5, 8, 13, 21, 0.17
1, 6, 9, 13, 22, 0.17
1, 7, 8, 13, 31, 0.17
1, 8, 9, 13, 37, 0.17
1, 1, 2, 14, 34, 0.17
1, 1, 4, 14, 27, 0.17
1, 2, 3, 14, 35, 0.17
1, 2, 5, 14, 35, 0.17
1, 3, 6, 14, 38, 0.17
1, 4, 5, 14, 34, 0.17
1, 4, 7, 14, 24, 0.17
1, 5, 6, 14, 19, 0.17
1, 5, 8, 14, 14, 0.17
1, 6, 9, 14, 24, 0.17
1, 7, 8, 14, 8, 0.17
1, 8, 9, 14, 9, 0.17
1, 1, 2, 15, 34, 0.17
1, 1, 4, 15, 17, 0.17
1, 2, 3, 15, 33, 0.17
1, 2, 5, 15, 15, 0.17
1, 3, 6, 15, 43, 0.17
1, 4, 5, 15, 24, 0.17
1, 4, 7, 15, 11, 0.17
1, 5, 6, 15, 6, 0.17
1, 5, 8, 15, 22, 0.17
1, 6, 9, 15, 42, 0.17
1, 7, 8, 15, 38, 0.17
1, 8, 9, 15, 22, 0.17
1, 1, 2, 16, 40, 0.17
1, 1, 4, 16, 3, 0.17
1, 2, 3, 16, 26, 0.17
1, 2, 5, 16, 8, 0.17
1, 3, 6, 16, 25, 0.17
1, 4, 5, 16, 37, 0.17
1, 4, 7, 16, 18, 0.17
1, 5, 6, 16, 36, 0.17
1, 5, 8, 16, 44, 0.17
1, 6, 9, 16, 35, 0.17
1, 7, 8, 16, 22, 0.17
1, 8, 9, 16, 34, 0.17
1, 1, 2, 17, 32, 0.17
1, 1, 4, 17, 31, 0.17
1, 2, 3, 17, 43, 0.17
1, 2, 5, 17, 11, 0.17
1, 3, 6, 17, 31, 0.17
1, 4, 5, 17, 4, 0.17
1, 4, 7, 17, 25, 0.17
1, 5, 6, 17, 27, 0.17
1, 5, 8, 17, 26, 0.17
1, 6, 9, 17, 34, 0.17
1, 7, 8, 17, 9, 0.17
1, 8, 9, 17, 17, 0.17
1, 1, 2, 18, 13, 0.17
1, 1, 4, 18, 30, 0.17
1, 2, 3, 18, 16, 0.17
1, 2, 5, 18, 15, 0.17
1, 3, 6, 18, 14, 0.17
1, 4, 5, 18, 15, 0.17
1, 4, 7, 18, 2, 0.17
1, 5, 6, 18, 3, 0.17
1, 5, 8, 18, 4, 0.17
1, 6, 9, 18, 6, 0.17
1, 7, 8, 18, 5, 0.17
1, 8, 9, 18, 20, 0.17
1, 1, 2, 19, 31, 0.17
1, 1, 4, 19, 12, 0.17
1, 2, 3, 19, 6, 0.17
1, 2, 5, 19, 27, 0.17
1, 3, 6, 19, 12, 0.17
1, 4, 5, 19, 8, 0.17
1, 4, 7, 19, 11, 0.17
1, 5, 6, 19, 29, 0.17
1, 5, 8, 19, 42, 0.17
1, 6, 9, 19, 19, 0.17
1, 7, 8, 19, 27, 0.17
1, 8, 9, 19, 39, 0.17
1, 1, 2, 20, 17, 0.17
1, 1, 4, 20, 6, 0.17
1, 2, 3, 20, 11, 0.17
1, 2, 5, 20, 10, 0.17
1, 3, 6, 20, 28, 0.17
1, 4, 5, 20, 7, 0.17
1, 4, 7, 20, 38, 0.17
1, 5, 6, 20, 44, 0.17
1, 5, 8, 20, 4, 0.17
1, 6, 9, 20, 19, 0.17
1, 7, 8, 20, 20, 0.17
1, 8, 9, 20, 34, 0.17
1, 1, 2, 21, 27, 0.17
1, 1, 4, 21, 36, 0.17
1, 2, 3, 21, 4, 0.17
1, 2, 5, 21, 12, 0.17
1, 3, 6, 21, 22, 0.17
1, 4, 5, 21, 16, 0.17
1, 4, 7, 21, 13, 0.17
1, 5, 6, 21, 22, 0.17
1, 5, 8, 21, 9, 0.17
1, 6, 9, 21, 42, 0.17
1, 7, 8, 21, 38, 0.17
1, 8, 9, 21, 10, 0.17
1, 1, 2, 22, 15, 0.17
1, 1, 4, 22, 18, 0.17
1, 2, 3, 22, 4, 0.17
1, 2, 5, 22, 44, 0.17
1, 3, 6, 22, 7, 0.17
1, 4, 5, 22, 36, 0.17
1, 4, 7, 22, 13, 0.17
1, 5, 6, 22, 18, 0.17
1, 5, 8, 22, 16, 0.17
1, 6, 9, 22, 23, 0.17
1, 7, 8, 22, 21, 0.17
1, 8, 9, 22, 12, 0.17
1, 1, 2, 23, 23, 0.17
1, 1, 4, 23, 39, 0.17
1, 2, 3, 23, 28, 0.17
1, 2, 5, 23, 13, 0.17
1, 3, 6, 23, 7, 0.17
1, 4, 5, 23, 25, 0.17
1, 4, 7, 23, 17, 0.17
1, 5, 6, 23, 38, 0.17
1, 5, 8, 23, 7, 0.17
1, 6, 9, 23, 40, 0.17
1, 7, 8, 23, 11, 0.17
1, 8, 9, 23, 17, 0.17
1, 1, 2, 24, 21, 0.17
1, 1, 4, 24, 4, 0.17
1, 2, 3, 24, 30, 0.17
1, 2, 5, 24, 33, 0.17
1, 3, 6, 24, 43, 0.17
1, 4, 5, 24, 25, 0.17
1, 4, 7, 24, 3, 0.17
1, 5, 6, 24, 31, 0.17
1, 5, 8, 24, 5, 0.17
1, 6, 9, 24, 33, 0.17
1, 7, 8, 24, 33, 0.17
1, 8, 9, 24, 12, 0.17
1, 1, 2, 25, 40, 0.17
1, 1, 4, 25, 18, 0.17
1, 2, 3, 25, 7, 0.17
1, 2, 5, 25, 33, 0.17
1, 3, 6, 25, 18, 0.17
1, 4, 5, 25, 30, 0.17
1, 4, 7, 25, 25, 0.17
1, 5, 6, 25, 8, 0.17
1, 5, 8, 25, 2, 0.17
1, 6, 9, 25, 37, 0.17
1, 7, 8, 25, 15, 0.17
1, 8, 9, 25, 12, 0.17
1, 1, 2, 26, 4, 0.17
1, 1, 4, 26, 3, 0.17
1, 2, 3, 26, 37, 0.17
1, 2, 5, 26, 29, 0.17
1, 3, 6, 26, 39, 0.17
1, 4, 5, 26, 14, 0.17
1, 4, 7, 26, 4, 0.17
1, 5, 6, 26, 25, 0.17
1, 5, 8, 26, 24, 0.17
1, 6, 9, 26, 11, 0.17
1, 7, 8, 26, 25, 0.17
1, 8, 9, 26, 4, 0.17
1, 1, 2, 27, 20, 0.17
1, 1, 4, 27, 4, 0.17
1, 2, 3, 27, 2, 0.17
1, 2, 5, 27, 19, 0.17
1, 3, 6, 27, 37, 0.17
1, 4, 5, 27, 11, 0.17
1, 4, 7, 27, 37, 0.17
1, 5, 6, 27, 10, 0.17
1, 5, 8, 27, 39, 0.17
1, 6, 9, 27, 38, 0.17
1, 7, 8, 27, 4, 0.17
1, 8, 9, 27, 18, 0.17
1, 1, 2, 28, 43, 0.17
1, 1, 4, 28, 9, 0.17
1, 2, 3, 28, 9, 0.17
1, 2, 5, 28, 24, 0.17
1, 3, 6, 28, 27, 0.17
1, 4, 5, 28, 9, 0.17
1, 4, 7, 28, 35, 0.17
1, 5, 6, 28, 31, 0.17
1, 5, 8, 28, 43, 0.17
1, 6, 9, 28, 37, 0.17
1, 7, 8, 28, 17, 0.17
1, 8, 9, 28, 42, 0.17
1, 1, 2, 29, 20, 0.17
1, 1, 4, 29, 38, 0.17
1, 2, 3, 29, 3, 0.17
1, 2, 5, 29, 41, 0.17
1, 3, 6, 29, 23, 0.17
1, 4, 5, 29, 7, 0.17
1, 4, 7, 29, 33, 0.17
1, 5, 6, 29, 9, 0.17
1, 5, 8, 29, 3, 0.17
1, 6, 9, 29, 3, 0.17
1, 7, 8, 29, 4, 0.17
1, 8, 9, 29, 14, 0.17
1, 1, 2, 30, 28, 0.17
1, 1, 4, 30, 2, 0.17
1, 2, 3, 30, 24, 0.17
1, 2, 5, 30, 4, 0.17
1, 3, 6, 30, 5, 0.17
1, 4, 5, 30, 30, 0.17
1, 4, 7, 30, 5, 0.17
1, 5, 6, 30, 28, 0.17
1, 5, 8, 30, 36, 0.17
1, 6, 9, 30, 6, 0.17
1, 7, 8, 30, 43, 0.17
1, 8, 9, 30, 5, 0.17
1, 1, 2, 31, 15, 0.17
1, 1, 4, 31, 30, 0.17
1, 2, 3, 31, 27, 0.17
1, 2, 5, 31, 38, 0.17
1, 3, 6, 31, 18, 0.17
1, 4, 5, 31, 3, 0.17
1, 4, 7, 31, 36, 0.17
1, 5, 6, 31, 2, 0.17
1, 5, 8, 31, 3, 0.17
1, 6, 9, 31, 19, 0.17
