k, i, j, t, w, pr
1, 1, 2, 0, 11, 0.50
1, 1, 4, 0, 11, 0.50
1, 2, 3, 0, 12, 0.50
1, 2, 5, 0, 17, 0.50
1, 3, 6, 0, 19, 0.50
1, 4, 5, 0, 20, 0.50
1, 4, 7, 0, 27, 0.50
1, 5, 6, 0, 25, 0.50
1, 5, 8, 0, 18, 0.50
1, 6, 9, 0, 7, 0.50
1, 7, 8, 0, 16, 0.50
1, 8, 9, 0, 10, 0.50
1, 1, 2, 1, 14, 0.50
1, 1, 4, 1, 25, 0.50
1, 2, 3, 1, 4, 0.50
1, 2, 5, 1, 2, 0.50
1, 3, 6, 1, 6, 0.50
1, 4, 5, 1, 26, 0.50
1, 4, 7, 1, 14, 0.50
1, 5, 6, 1, 2, 0.50
1, 5, 8, 1, 21, 0.50
1, 6, 9, 1, 26, 0.50
1, 7, 8, 1, 8, 0.50
1, 8, 9, 1, 20, 0.50
1, 1, 2, 2, 29, 0.50
1, 1, 4, 2, 23, 0.50
1, 2, 3, 2, 4, 0.50
1, 2, 5, 2, 27, 0.50
1, 3, 6, 2, 15, 0.50
1, 4, 5, 2, 14, 0.50
1, 4, 7, 2, 5, 0.50
1, 5, 6, 2, 16, 0.50
1, 5, 8, 2, 12, 0.50
1, 6, 9, 2, 7, 0.50
1, 7, 8, 2, 8, 0.50
1, 8, 9, 2, 13, 0.50
1, 1, 2, 3, 16, 0.50
1, 1, 4, 3, 9, 0.50
1, 2, 3, 3, 20, 0.50
1, 2, 5, 3, 12, 0.50
1, 3, 6, 3, 23, 0.50
1, 4, 5, 3, 11, 0.50
1, 4, 7, 3, 27, 0.50
1, 5, 6, 3, 21, 0.50
1, 5, 8, 3, 7, 0.50
1, 6, 9, 3, 29, 0.50
1, 7, 8, 3, 2, 0.50
1, 8, 9, 3, 16, 0.50
1, 1, 2, 4, 23, 0.50
1, 1, 4, 4, 8, 0.50
1, 2, 3, 4, 11, 0.50
1, 2, 5, 4, 15, 0.50
1, 3, 6, 4, 23, 0.50
1, 4, 5, 4, 15, 0.50
1, 4, 7, 4, 10, 0.50
1, 5, 6, 4, 24, 0.50
1, 5, 8, 4, 19, 0.50
1, 6, 9, 4, 10, 0.50
1, 7, 8, 4, 22, 0.50
1, 8, 9, 4, 25, 0.50
1, 1, 2, 5, 7, 0.50
1, 1, 4, 5, 7, 0.50
1, 2, 3, 5, 17, 0.50
1, 2, 5, 5, 23, 0.50
1, 3, 6, 5, 15, 0.50
1, 4, 5, 5, 14, 0.50
1, 4, 7, 5, 19, 0.50
1, 5, 6, 5, 16, 0.50
1, 5, 8, 5, 5, 0.50
1, 6, 9, 5, 11, 0.50
1, 7, 8, 5, 25, 0.50
1, 8, 9, 5, 4, 0.50
1, 1, 2, 6, 27, 0.50
1, 1, 4, 6, 19, 0.50
1, 2, 3, 6, 21, 0.50
1, 2, 5, 6, 13, 0.50
1, 3, 6, 6, 21, 0.50
1, 4, 5, 6, 2, 0.50
1, 4, 7, 6, 27, 0.50
1, 5, 6, 6, 9, 0.50
1, 5, 8, 6, 9, 0.50
1, 6, 9, 6, 20, 0.50
1, 7, 8, 6, 6, 0.50
1, 8, 9, 6, 15, 0.50
1, 1, 2, 7, 16, 0.50
1, 1, 4, 7, 8, 0.50
