k, i, j, t, w, pr
1, 1, 2, 0, 26, 0.50
1, 1, 5, 0, 10, 0.50
1, 2, 3, 0, 5, 0.50
1, 2, 6, 0, 7, 0.50
1, 3, 4, 0, 18, 0.50
1, 3, 7, 0, 2, 0.50
1, 4, 8, 0, 16, 0.50
1, 5, 6, 0, 28, 0.50
1, 5, 9, 0, 13, 0.50
1, 6, 7, 0, 25, 0.50
1, 6, 10, 0, 22, 0.50
1, 7, 8, 0, 22, 0.50
1, 7, 11, 0, 24, 0.50
1, 8, 12, 0, 7, 0.50
1, 9, 10, 0, 7, 0.50
1, 9, 13, 0, 1, 0.50
1, 10, 11, 0, 9, 0.50
1, 10, 14, 0, 18, 0.50
1, 11, 12, 0, 21, 0.50
1, 11, 15, 0, 26, 0.50
1, 12, 16, 0, 26, 0.50
1, 13, 14, 0, 4, 0.50
1, 14, 15, 0, 10, 0.50
1, 15, 16, 0, 11, 0.50
1, 1, 2, 1, 23, 0.50
1, 1, 5, 1, 15, 0.50
1, 2, 3, 1, 17, 0.50
1, 2, 6, 1, 21, 0.50
1, 3, 4, 1, 17, 0.50
1, 3, 7, 1, 23, 0.50
1, 4, 8, 1, 1, 0.50
1, 5, 6, 1, 12, 0.50
1, 5, 9, 1, 9, 0.50
1, 6, 7, 1, 5, 0.50
1, 6, 10, 1, 23, 0.50
1, 7, 8, 1, 18, 0.50
1, 7, 11, 1, 14, 0.50
1, 8, 12, 1, 10, 0.50
1, 9, 10, 1, 26, 0.50
1, 9, 13, 1, 18, 0.50
1, 10, 11, 1, 6, 0.50
1, 10, 14, 1, 22, 0.50
1, 11, 12, 1, 23, 0.50
1, 11, 15, 1, 27, 0.50
1, 12, 16, 1, 15, 0.50
1, 13, 14, 1, 28, 0.50
1, 14, 15, 1, 12, 0.50
1, 15, 16, 1, 23, 0.50
1, 1, 2, 2, 29, 0.50
1, 1, 5, 2, 18, 0.50
1, 2, 3, 2, 24, 0.50
1, 2, 6, 2, 1, 0.50
1, 3, 4, 2, 3, 0.50
1, 3, 7, 2, 14, 0.50
1, 4, 8, 2, 23, 0.50
1, 5, 6, 2, 15, 0.50
1, 5, 9, 2, 19, 0.50
1, 6, 7, 2, 5, 0.50
1, 6, 10, 2, 15, 0.50
1, 7, 8, 2, 1, 0.50
1, 7, 11, 2, 17, 0.50
1, 8, 12, 2, 18, 0.50
1, 9, 10, 2, 21, 0.50
