k, i, j, t, w, pr
1, 1, 2, 0, 7, 0.17
1, 1, 5, 0, 12, 0.17
1, 2, 3, 0, 16, 0.17
1, 2, 6, 0, 17, 0.17
1, 3, 4, 0, 3, 0.17
1, 3, 7, 0, 9, 0.17
1, 4, 8, 0, 11, 0.17
1, 5, 6, 0, 1, 0.17
1, 5, 9, 0, 8, 0.17
1, 6, 7, 0, 15, 0.17
1, 6, 10, 0, 5, 0.17
1, 7, 8, 0, 6, 0.17
1, 7, 11, 0, 8, 0.17
1, 8, 12, 0, 6, 0.17
1, 9, 10, 0, 2, 0.17
1, 9, 13, 0, 7, 0.17
1, 10, 11, 0, 17, 0.17
1, 10, 14, 0, 5, 0.17
1, 11, 12, 0, 6, 0.17
1, 11, 15, 0, 15, 0.17
1, 12, 16, 0, 10, 0.17
1, 13, 14, 0, 15, 0.17
1, 14, 15, 0, 2, 0.17
1, 15, 16, 0, 15, 0.17
1, 1, 2, 1, 11, 0.17
1, 1, 5, 1, 6, 0.17
1, 2, 3, 1, 15, 0.17
1, 2, 6, 1, 16, 0.17
1, 3, 4, 1, 14, 0.17
1, 3, 7, 1, 6, 0.17
1, 4, 8, 1, 12, 0.17
1, 5, 6, 1, 19, 0.17
1, 5, 9, 1, 6, 0.17
1, 6, 7, 1, 3, 0.17
1, 6, 10, 1, 19, 0.17
1, 7, 8, 1, 13, 0.17
1, 7, 11, 1, 15, 0.17
1, 8, 12, 1, 16, 0.17
1, 9, 10, 1, 14, 0.17
1, 9, 13, 1, 18, 0.17
1, 10, 11, 1, 3, 0.17
1, 10, 14, 1, 7, 0.17
1, 11, 12, 1, 6, 0.17
1, 11, 15, 1, 1, 0.17
1, 12, 16, 1, 11, 0.17
1, 13, 14, 1, 15, 0.17
1, 14, 15, 1, 9, 0.17
1, 15, 16, 1, 6, 0.17
1, 1, 2, 2, 17, 0.17
1, 1, 5, 2, 19, 0.17
1, 2, 3, 2, 5, 0.17
1, 2, 6, 2, 17, 0.17
1, 3, 4, 2, 18, 0.17
1, 3, 7, 2, 18, 0.17
1, 4, 8, 2, 12, 0.17
1, 5, 6, 2, 14, 0.17
1, 5, 9, 2, 8, 0.17
1, 6, 7, 2, 16, 0.17
1, 6, 10, 2, 15, 0.17
1, 7, 8, 2, 17, 0.17
1, 7, 11, 2, 7, 0.17
1, 8, 12, 2, 4, 0.17
1, 9, 10, 2, 17, 0.17
1, 9, 13, 2, 14, 0.17
1, 10, 11, 2, 5, 0.17
1, 10, 14, 2, 15, 0.17
1, 11, 12, 2, 3, 0.17
1, 11, 15, 2, 18, 0.17
1, 12, 16, 2, 12, 0.17
1, 13, 14, 2, 12, 0.17
1, 14, 15, 2, 16, 0.17
1, 15, 16, 2, 16, 0.17
1, 1, 2, 3, 14, 0.17
1, 1, 5, 3, 6, 0.17
1, 2, 3, 3, 17, 0.17
1, 2, 6, 3, 14, 0.17
1, 3, 4, 3, 4, 0.17
1, 3, 7, 3, 9, 0.17
1, 4, 8, 3, 2, 0.17
1, 5, 6, 3, 17, 0.17
1, 5, 9, 3, 10, 0.17
1, 6, 7, 3, 7, 0.17
1, 6, 10, 3, 13, 0.17
1, 7, 8, 3, 2, 0.17
1, 7, 11, 3, 5, 0.17
1, 8, 12, 3, 2, 0.17
1, 9, 10, 3, 9, 0.17
1, 9, 13, 3, 17, 0.17
1, 10, 11, 3, 11, 0.17
1, 10, 14, 3, 9, 0.17
1, 11, 12, 3, 9, 0.17
1, 11, 15, 3, 15, 0.17
1, 12, 16, 3, 15, 0.17
1, 13, 14, 3, 13, 0.17
1, 14, 15, 3, 14, 0.17
1, 15, 16, 3, 7, 0.17
1, 1, 2, 4, 17, 0.17
1, 1, 5, 4, 2, 0.17
1, 2, 3, 4, 2, 0.17
1, 2, 6, 4, 2, 0.17
1, 3, 4, 4, 4, 0.17
1, 3, 7, 4, 17, 0.17
1, 4, 8, 4, 7, 0.17
1, 5, 6, 4, 16, 0.17
1, 5, 9, 4, 3, 0.17
1, 6, 7, 4, 7, 0.17
1, 6, 10, 4, 14, 0.17
1, 7, 8, 4, 4, 0.17
1, 7, 11, 4, 6, 0.17
1, 8, 12, 4, 7, 0.17
1, 9, 10, 4, 4, 0.17
1, 9, 13, 4, 2, 0.17
1, 10, 11, 4, 3, 0.17
1, 10, 14, 4, 16, 0.17
1, 11, 12, 4, 8, 0.17
1, 11, 15, 4, 11, 0.17
1, 12, 16, 4, 16, 0.17
1, 13, 14, 4, 16, 0.17
1, 14, 15, 4, 3, 0.17
1, 15, 16, 4, 14, 0.17
1, 1, 2, 5, 18, 0.17
1, 1, 5, 5, 10, 0.17
1, 2, 3, 5, 1, 0.17
1, 2, 6, 5, 1, 0.17
1, 3, 4, 5, 11, 0.17
