k, i, j, t, w, pr
1, 1, 2, 0, 4, 0.17
1, 1, 5, 0, 3, 0.17
1, 2, 3, 0, 17, 0.17
1, 2, 6, 0, 8, 0.17
1, 3, 4, 0, 14, 0.17
1, 3, 7, 0, 18, 0.17
1, 4, 8, 0, 16, 0.17
1, 5, 6, 0, 5, 0.17
1, 5, 9, 0, 3, 0.17
1, 6, 7, 0, 8, 0.17
1, 6, 10, 0, 12, 0.17
1, 7, 8, 0, 17, 0.17
1, 7, 11, 0, 16, 0.17
1, 8, 12, 0, 1, 0.17
1, 9, 10, 0, 7, 0.17
1, 9, 13, 0, 9, 0.17
1, 10, 11, 0, 9, 0.17
1, 10, 14, 0, 10, 0.17
1, 11, 12, 0, 2, 0.17
1, 11, 15, 0, 10, 0.17
1, 12, 16, 0, 2, 0.17
1, 13, 14, 0, 1, 0.17
1, 14, 15, 0, 19, 0.17
1, 15, 16, 0, 16, 0.17
1, 1, 2, 1, 16, 0.17
1, 1, 5, 1, 9, 0.17
1, 2, 3, 1, 12, 0.17
1, 2, 6, 1, 13, 0.17
1, 3, 4, 1, 8, 0.17
1, 3, 7, 1, 8, 0.17
1, 4, 8, 1, 11, 0.17
1, 5, 6, 1, 2, 0.17
1, 5, 9, 1, 8, 0.17
1, 6, 7, 1, 7, 0.17
1, 6, 10, 1, 17, 0.17
1, 7, 8, 1, 12, 0.17
1, 7, 11, 1, 8, 0.17
1, 8, 12, 1, 9, 0.17
1, 9, 10, 1, 9, 0.17
1, 9, 13, 1, 3, 0.17
1, 10, 11, 1, 2, 0.17
1, 10, 14, 1, 6, 0.17
1, 11, 12, 1, 17, 0.17
1, 11, 15, 1, 15, 0.17
1, 12, 16, 1, 9, 0.17
1, 13, 14, 1, 3, 0.17
1, 14, 15, 1, 17, 0.17
1, 15, 16, 1, 12, 0.17
1, 1, 2, 2, 8, 0.17
1, 1, 5, 2, 16, 0.17
1, 2, 3, 2, 2, 0.17
1, 2, 6, 2, 9, 0.17
1, 3, 4, 2, 4, 0.17
1, 3, 7, 2, 12, 0.17
1, 4, 8, 2, 18, 0.17
1, 5, 6, 2, 6, 0.17
1, 5, 9, 2, 4, 0.17
1, 6, 7, 2, 9, 0.17
1, 6, 10, 2, 11, 0.17
1, 7, 8, 2, 4, 0.17
1, 7, 11, 2, 14, 0.17
1, 8, 12, 2, 13, 0.17
1, 9, 10, 2, 16, 0.17
1, 9, 13, 2, 15, 0.17
1, 10, 11, 2, 3, 0.17
1, 10, 14, 2, 12, 0.17
1, 11, 12, 2, 18, 0.17
1, 11, 15, 2, 3, 0.17
1, 12, 16, 2, 14, 0.17
1, 13, 14, 2, 12, 0.17
1, 14, 15, 2, 11, 0.17
1, 15, 16, 2, 5, 0.17
1, 1, 2, 3, 6, 0.17
1, 1, 5, 3, 18, 0.17
1, 2, 3, 3, 16, 0.17
1, 2, 6, 3, 11, 0.17
1, 3, 4, 3, 15, 0.17
1, 3, 7, 3, 4, 0.17
1, 4, 8, 3, 19, 0.17
1, 5, 6, 3, 15, 0.17
1, 5, 9, 3, 13, 0.17
1, 6, 7, 3, 17, 0.17
1, 6, 10, 3, 13, 0.17
1, 7, 8, 3, 5, 0.17
1, 7, 11, 3, 8, 0.17
1, 8, 12, 3, 12, 0.17
1, 9, 10, 3, 4, 0.17
1, 9, 13, 3, 3, 0.17
1, 10, 11, 3, 16, 0.17
1, 10, 14, 3, 2, 0.17
1, 11, 12, 3, 2, 0.17
1, 11, 15, 3, 12, 0.17
1, 12, 16, 3, 7, 0.17
1, 13, 14, 3, 18, 0.17
1, 14, 15, 3, 5, 0.17
1, 15, 16, 3, 18, 0.17
1, 1, 2, 4, 9, 0.17
1, 1, 5, 4, 10, 0.17
1, 2, 3, 4, 3, 0.17
1, 2, 6, 4, 12, 0.17
1, 3, 4, 4, 17, 0.17
1, 3, 7, 4, 5, 0.17
1, 4, 8, 4, 18, 0.17
1, 5, 6, 4, 8, 0.17
1, 5, 9, 4, 6, 0.17
1, 6, 7, 4, 4, 0.17
1, 6, 10, 4, 3, 0.17
1, 7, 8, 4, 10, 0.17
1, 7, 11, 4, 10, 0.17
1, 8, 12, 4, 14, 0.17
1, 9, 10, 4, 6, 0.17
1, 9, 13, 4, 16, 0.17
1, 10, 11, 4, 17, 0.17
1, 10, 14, 4, 18, 0.17
1, 11, 12, 4, 8, 0.17
1, 11, 15, 4, 10, 0.17
1, 12, 16, 4, 14, 0.17
1, 13, 14, 4, 19, 0.17
1, 14, 15, 4, 17, 0.17
1, 15, 16, 4, 5, 0.17
1, 1, 2, 5, 15, 0.17
1, 1, 5, 5, 9, 0.17
1, 2, 3, 5, 13, 0.17
1, 2, 6, 5, 17, 0.17
1, 3, 4, 5, 12, 0.17
1, 3, 7, 5, 15, 0.17
1, 4, 8, 5, 7, 0.17
1, 5, 6, 5, 16, 0.17
1, 5, 9, 5, 19, 0.17
1, 6, 7, 5, 18, 0.17
1, 6, 10, 5, 16, 0.17
1, 7, 8, 5, 7, 0.17
1, 7, 11, 5, 1, 0.17
1, 8, 12, 5, 3, 0.17
1, 9, 10, 5, 17, 0.17
1, 9, 13, 5, 16, 0.17
1, 10, 11, 5, 18, 0.17
1, 10, 14, 5, 8, 0.17
1, 11, 12, 5, 17, 0.17
1, 11, 15, 5, 18, 0.17
1, 12, 16, 5, 10, 0.17
1, 13, 14, 5, 7, 0.17
1, 14, 15, 5, 9, 0.17
1, 15, 16, 5, 3, 0.17
1, 1, 2, 6, 7, 0.17
1, 1, 5, 6, 5, 0.17
1, 2, 3, 6, 7, 0.17
1, 2, 6, 6, 15, 0.17
1, 3, 4, 6, 15, 0.17
1, 3, 7, 6, 7, 0.17
1, 4, 8, 6, 18, 0.17
1, 5, 6, 6, 13, 0.17
1, 5, 9, 6, 12, 0.17
1, 6, 7, 6, 12, 0.17
