k, i, j, t, w, pr
1, 1, 2, 0, 4, 0.17
1, 1, 6, 0, 16, 0.17
1, 2, 3, 0, 16, 0.17
1, 2, 7, 0, 18, 0.17
1, 3, 4, 0, 20, 0.17
1, 3, 8, 0, 3, 0.17
1, 4, 5, 0, 8, 0.17
1, 4, 9, 0, 6, 0.17
1, 5, 10, 0, 14, 0.17
1, 6, 7, 0, 5, 0.17
1, 6, 11, 0, 1, 0.17
1, 7, 8, 0, 14, 0.17
1, 7, 12, 0, 9, 0.17
1, 8, 9, 0, 16, 0.17
1, 8, 13, 0, 12, 0.17
1, 9, 10, 0, 4, 0.17
1, 9, 14, 0, 14, 0.17
1, 10, 15, 0, 6, 0.17
1, 11, 12, 0, 1, 0.17
1, 11, 16, 0, 20, 0.17
1, 12, 13, 0, 4, 0.17
1, 12, 17, 0, 1, 0.17
1, 13, 14, 0, 20, 0.17
1, 13, 18, 0, 6, 0.17
1, 14, 15, 0, 2, 0.17
1, 14, 19, 0, 2, 0.17
1, 15, 20, 0, 15, 0.17
1, 16, 17, 0, 14, 0.17
1, 16, 21, 0, 12, 0.17
1, 17, 18, 0, 9, 0.17
1, 17, 22, 0, 15, 0.17
1, 18, 19, 0, 13, 0.17
1, 18, 23, 0, 5, 0.17
1, 19, 20, 0, 20, 0.17
1, 19, 24, 0, 12, 0.17
1, 20, 25, 0, 8, 0.17
1, 21, 22, 0, 8, 0.17
1, 22, 23, 0, 6, 0.17
1, 23, 24, 0, 10, 0.17
1, 24, 25, 0, 12, 0.17
1, 1, 2, 1, 2, 0.17
1, 1, 6, 1, 10, 0.17
1, 2, 3, 1, 21, 0.17
1, 2, 7, 1, 11, 0.17
1, 3, 4, 1, 13, 0.17
1, 3, 8, 1, 21, 0.17
1, 4, 5, 1, 18, 0.17
1, 4, 9, 1, 14, 0.17
1, 5, 10, 1, 10, 0.17
1, 6, 7, 1, 6, 0.17
1, 6, 11, 1, 14, 0.17
1, 7, 8, 1, 4, 0.17
1, 7, 12, 1, 3, 0.17
1, 8, 9, 1, 9, 0.17
1, 8, 13, 1, 9, 0.17
1, 9, 10, 1, 8, 0.17
1, 9, 14, 1, 4, 0.17
1, 10, 15, 1, 3, 0.17
1, 11, 12, 1, 1, 0.17
1, 11, 16, 1, 11, 0.17
1, 12, 13, 1, 13, 0.17
1, 12, 17, 1, 13, 0.17
1, 13, 14, 1, 11, 0.17
1, 13, 18, 1, 19, 0.17
1, 14, 15, 1, 8, 0.17
1, 14, 19, 1, 18, 0.17
1, 15, 20, 1, 3, 0.17
1, 16, 17, 1, 17, 0.17
1, 16, 21, 1, 13, 0.17
1, 17, 18, 1, 17, 0.17
1, 17, 22, 1, 13, 0.17
1, 18, 19, 1, 3, 0.17
1, 18, 23, 1, 20, 0.17
1, 19, 20, 1, 17, 0.17
1, 19, 24, 1, 1, 0.17
1, 20, 25, 1, 18, 0.17
1, 21, 22, 1, 17, 0.17
1, 22, 23, 1, 15, 0.17
1, 23, 24, 1, 19, 0.17
1, 24, 25, 1, 12, 0.17
1, 1, 2, 2, 10, 0.17
1, 1, 6, 2, 17, 0.17
1, 2, 3, 2, 10, 0.17
1, 2, 7, 2, 15, 0.17
1, 3, 4, 2, 15, 0.17
1, 3, 8, 2, 2, 0.17
1, 4, 5, 2, 13, 0.17
1, 4, 9, 2, 15, 0.17
1, 5, 10, 2, 14, 0.17
1, 6, 7, 2, 10, 0.17
1, 6, 11, 2, 3, 0.17
1, 7, 8, 2, 13, 0.17
1, 7, 12, 2, 8, 0.17
1, 8, 9, 2, 20, 0.17
1, 8, 13, 2, 11, 0.17
1, 9, 10, 2, 21, 0.17
1, 9, 14, 2, 4, 0.17
1, 10, 15, 2, 4, 0.17
1, 11, 12, 2, 6, 0.17
1, 11, 16, 2, 12, 0.17
1, 12, 13, 2, 17, 0.17
1, 12, 17, 2, 15, 0.17
1, 13, 14, 2, 18, 0.17
1, 13, 18, 2, 6, 0.17
1, 14, 15, 2, 4, 0.17
1, 14, 19, 2, 10, 0.17
1, 15, 20, 2, 18, 0.17
1, 16, 17, 2, 20, 0.17
1, 16, 21, 2, 15, 0.17
1, 17, 18, 2, 5, 0.17
1, 17, 22, 2, 7, 0.17
1, 18, 19, 2, 14, 0.17
1, 18, 23, 2, 9, 0.17
1, 19, 20, 2, 7, 0.17
1, 19, 24, 2, 16, 0.17
1, 20, 25, 2, 14, 0.17
1, 21, 22, 2, 6, 0.17
1, 22, 23, 2, 13, 0.17
1, 23, 24, 2, 17, 0.17
1, 24, 25, 2, 21, 0.17
1, 1, 2, 3, 18, 0.17
1, 1, 6, 3, 7, 0.17
1, 2, 3, 3, 19, 0.17
1, 2, 7, 3, 13, 0.17
1, 3, 4, 3, 5, 0.17
1, 3, 8, 3, 2, 0.17
1, 4, 5, 3, 17, 0.17
1, 4, 9, 3, 6, 0.17
1, 5, 10, 3, 18, 0.17
1, 6, 7, 3, 10, 0.17
1, 6, 11, 3, 16, 0.17
1, 7, 8, 3, 10, 0.17
1, 7, 12, 3, 4, 0.17
1, 8, 9, 3, 4, 0.17
1, 8, 13, 3, 2, 0.17
1, 9, 10, 3, 14, 0.17
1, 9, 14, 3, 12, 0.17
1, 10, 15, 3, 3, 0.17
1, 11, 12, 3, 12, 0.17
1, 11, 16, 3, 6, 0.17
1, 12, 13, 3, 11, 0.17
1, 12, 17, 3, 12, 0.17
1, 13, 14, 3, 4, 0.17
1, 13, 18, 3, 2, 0.17
1, 14, 15, 3, 6, 0.17
1, 14, 19, 3, 15, 0.17
1, 15, 20, 3, 7, 0.17
1, 16, 17, 3, 11, 0.17
1, 16, 21, 3, 4, 0.17
1, 17, 18, 3, 18, 0.17
1, 17, 22, 3, 10, 0.17
1, 18, 19, 3, 6, 0.17
1, 18, 23, 3, 20, 0.17
1, 19, 20, 3, 6, 0.17
1, 19, 24, 3, 9, 0.17
1, 20, 25, 3, 14, 0.17
1, 21, 22, 3, 6, 0.17
1, 22, 23, 3, 10, 0.17
1, 23, 24, 3, 19, 0.17
1, 24, 25, 3, 2, 0.17
1, 1, 2, 4, 2, 0.17
1, 1, 6, 4, 8, 0.17
1, 2, 3, 4, 5, 0.17
1, 2, 7, 4, 9, 0.17
1, 3, 4, 4, 14, 0.17
1, 3, 8, 4, 7, 0.17
1, 4, 5, 4, 13, 0.17
1, 4, 9, 4, 11, 0.17
1, 5, 10, 4, 5, 0.17
1, 6, 7, 4, 4, 0.17
1, 6, 11, 4, 2, 0.17
1, 7, 8, 4, 10, 0.17
1, 7, 12, 4, 8, 0.17
