k, i, j, t, w, pr
1, 1, 2, 0, 26, 0.25
1, 1, 4, 0, 44, 0.25
1, 2, 3, 0, 9, 0.25
1, 2, 5, 0, 29, 0.25
1, 3, 6, 0, 31, 0.25
1, 4, 5, 0, 1, 0.25
1, 4, 7, 0, 7, 0.25
1, 5, 6, 0, 26, 0.25
1, 5, 8, 0, 27, 0.25
1, 6, 9, 0, 19, 0.25
1, 7, 8, 0, 42, 0.25
1, 8, 9, 0, 17, 0.25
1, 1, 2, 1, 18, 0.25
1, 1, 4, 1, 11, 0.25
1, 2, 3, 1, 5, 0.25
1, 2, 5, 1, 15, 0.25
1, 3, 6, 1, 39, 0.25
1, 4, 5, 1, 3, 0.25
1, 4, 7, 1, 3, 0.25
1, 5, 6, 1, 7, 0.25
1, 5, 8, 1, 3, 0.25
1, 6, 9, 1, 36, 0.25
1, 7, 8, 1, 27, 0.25
1, 8, 9, 1, 43, 0.25
1, 1, 2, 2, 2, 0.25
1, 1, 4, 2, 26, 0.25
1, 2, 3, 2, 36, 0.25
1, 2, 5, 2, 15, 0.25
1, 3, 6, 2, 19, 0.25
1, 4, 5, 2, 19, 0.25
1, 4, 7, 2, 41, 0.25
1, 5, 6, 2, 18, 0.25
1, 5, 8, 2, 14, 0.25
1, 6, 9, 2, 3, 0.25
1, 7, 8, 2, 27, 0.25
1, 8, 9, 2, 8, 0.25
1, 1, 2, 3, 29, 0.25
1, 1, 4, 3, 40, 0.25
1, 2, 3, 3, 30, 0.25
1, 2, 5, 3, 15, 0.25
1, 3, 6, 3, 4, 0.25
1, 4, 5, 3, 14, 0.25
1, 4, 7, 3, 42, 0.25
1, 5, 6, 3, 32, 0.25
1, 5, 8, 3, 11, 0.25
1, 6, 9, 3, 35, 0.25
1, 7, 8, 3, 6, 0.25
1, 8, 9, 3, 23, 0.25
1, 1, 2, 4, 12, 0.25
1, 1, 4, 4, 7, 0.25
1, 2, 3, 4, 21, 0.25
1, 2, 5, 4, 16, 0.25
1, 3, 6, 4, 22, 0.25
1, 4, 5, 4, 33, 0.25
1, 4, 7, 4, 42, 0.25
1, 5, 6, 4, 9, 0.25
1, 5, 8, 4, 8, 0.25
1, 6, 9, 4, 44, 0.25
1, 7, 8, 4, 17, 0.25
1, 8, 9, 4, 30, 0.25
1, 1, 2, 5, 5, 0.25
1, 1, 4, 5, 9, 0.25
1, 2, 3, 5, 29, 0.25
1, 2, 5, 5, 40, 0.25
1, 3, 6, 5, 37, 0.25
1, 4, 5, 5, 3, 0.25
1, 4, 7, 5, 23, 0.25
1, 5, 6, 5, 22, 0.25
