k, i, j, t, w, pr
1, 1, 2, 0, 1, 0.50
1, 1, 4, 0, 14, 0.50
1, 2, 3, 0, 9, 0.50
1, 2, 5, 0, 28, 0.50
1, 3, 6, 0, 12, 0.50
1, 4, 5, 0, 28, 0.50
1, 4, 7, 0, 16, 0.50
1, 5, 6, 0, 10, 0.50
1, 5, 8, 0, 19, 0.50
1, 6, 9, 0, 19, 0.50
1, 7, 8, 0, 20, 0.50
1, 8, 9, 0, 10, 0.50
1, 1, 2, 1, 17, 0.50
1, 1, 4, 1, 11, 0.50
1, 2, 3, 1, 9, 0.50
1, 2, 5, 1, 16, 0.50
1, 3, 6, 1, 14, 0.50
1, 4, 5, 1, 11, 0.50
1, 4, 7, 1, 28, 0.50
1, 5, 6, 1, 21, 0.50
1, 5, 8, 1, 13, 0.50
1, 6, 9, 1, 4, 0.50
1, 7, 8, 1, 10, 0.50
1, 8, 9, 1, 23, 0.50
1, 1, 2, 2, 11, 0.50
1, 1, 4, 2, 9, 0.50
1, 2, 3, 2, 12, 0.50
1, 2, 5, 2, 22, 0.50
1, 3, 6, 2, 6, 0.50
1, 4, 5, 2, 27, 0.50
1, 4, 7, 2, 12, 0.50
1, 5, 6, 2, 23, 0.50
1, 5, 8, 2, 21, 0.50
1, 6, 9, 2, 4, 0.50
1, 7, 8, 2, 12, 0.50
1, 8, 9, 2, 10, 0.50
1, 1, 2, 3, 8, 0.50
1, 1, 4, 3, 16, 0.50
1, 2, 3, 3, 17, 0.50
1, 2, 5, 3, 3, 0.50
1, 3, 6, 3, 8, 0.50
1, 4, 5, 3, 12, 0.50
1, 4, 7, 3, 8, 0.50
1, 5, 6, 3, 22, 0.50
1, 5, 8, 3, 4, 0.50
1, 6, 9, 3, 26, 0.50
1, 7, 8, 3, 3, 0.50
1, 8, 9, 3, 5, 0.50
1, 1, 2, 4, 7, 0.50
1, 1, 4, 4, 28, 0.50
1, 2, 3, 4, 27, 0.50
1, 2, 5, 4, 26, 0.50
1, 3, 6, 4, 16, 0.50
1, 4, 5, 4, 15, 0.50
1, 4, 7, 4, 26, 0.50
1, 5, 6, 4, 20, 0.50
1, 5, 8, 4, 16, 0.50
1, 6, 9, 4, 2, 0.50
1, 7, 8, 4, 4, 0.50
1, 8, 9, 4, 8, 0.50
1, 1, 2, 5, 29, 0.50
1, 1, 4, 5, 18, 0.50
1, 2, 3, 5, 9, 0.50
1, 2, 5, 5, 15, 0.50
1, 3, 6, 5, 5, 0.50
1, 4, 5, 5, 8, 0.50
1, 4, 7, 5, 8, 0.50
1, 5, 6, 5, 16, 0.50
1, 5, 8, 5, 28, 0.50
1, 6, 9, 5, 25, 0.50
1, 7, 8, 5, 16, 0.50
1, 8, 9, 5, 21, 0.50
1, 1, 2, 6, 22, 0.50
1, 1, 4, 6, 7, 0.50
1, 2, 3, 6, 25, 0.50
1, 2, 5, 6, 14, 0.50
1, 3, 6, 6, 28, 0.50
1, 4, 5, 6, 24, 0.50
1, 4, 7, 6, 18, 0.50
1, 5, 6, 6, 13, 0.50
1, 5, 8, 6, 11, 0.50
1, 6, 9, 6, 2, 0.50
1, 7, 8, 6, 24, 0.50
1, 8, 9, 6, 25, 0.50
1, 1, 2, 7, 12, 0.50
1, 1, 4, 7, 4, 0.50
1, 2, 3, 7, 13, 0.50
1, 2, 5, 7, 11, 0.50
1, 3, 6, 7, 20, 0.50
1, 4, 5, 7, 12, 0.50
1, 4, 7, 7, 15, 0.50
1, 5, 6, 7, 2, 0.50
1, 5, 8, 7, 29, 0.50
1, 6, 9, 7, 9, 0.50
1, 7, 8, 7, 8, 0.50
1, 8, 9, 7, 5, 0.50
1, 1, 2, 8, 2, 0.50
1, 1, 4, 8, 15, 0.50
1, 2, 3, 8, 7, 0.50
1, 2, 5, 8, 28, 0.50
1, 3, 6, 8, 23, 0.50
1, 4, 5, 8, 11, 0.50
1, 4, 7, 8, 14, 0.50
1, 5, 6, 8, 13, 0.50
1, 5, 8, 8, 10, 0.50
1, 6, 9, 8, 22, 0.50
1, 7, 8, 8, 15, 0.50
1, 8, 9, 8, 10, 0.50
1, 1, 2, 9, 9, 0.50
1, 1, 4, 9, 29, 0.50
1, 2, 3, 9, 21, 0.50
1, 2, 5, 9, 21, 0.50
