k, i, j, t, w, pr
1, 1, 2, 0, 10, 0.50
1, 1, 4, 0, 13, 0.50
1, 2, 3, 0, 7, 0.50
1, 2, 5, 0, 12, 0.50
1, 3, 6, 0, 9, 0.50
1, 4, 5, 0, 6, 0.50
1, 4, 7, 0, 3, 0.50
1, 5, 6, 0, 7, 0.50
1, 5, 8, 0, 6, 0.50
1, 6, 9, 0, 5, 0.50
1, 7, 8, 0, 10, 0.50
1, 8, 9, 0, 13, 0.50
1, 1, 2, 1, 7, 0.50
1, 1, 4, 1, 11, 0.50
1, 2, 3, 1, 9, 0.50
1, 2, 5, 1, 11, 0.50
1, 3, 6, 1, 3, 0.50
1, 4, 5, 1, 10, 0.50
1, 4, 7, 1, 14, 0.50
1, 5, 6, 1, 5, 0.50
1, 5, 8, 1, 1, 0.50
1, 6, 9, 1, 1, 0.50
1, 7, 8, 1, 2, 0.50
1, 8, 9, 1, 11, 0.50
1, 1, 2, 2, 4, 0.50
1, 1, 4, 2, 5, 0.50
1, 2, 3, 2, 12, 0.50
1, 2, 5, 2, 10, 0.50
1, 3, 6, 2, 2, 0.50
1, 4, 5, 2, 8, 0.50
1, 4, 7, 2, 9, 0.50
1, 5, 6, 2, 8, 0.50
1, 5, 8, 2, 5, 0.50
1, 6, 9, 2, 14, 0.50
1, 7, 8, 2, 8, 0.50
1, 8, 9, 2, 14, 0.50
1, 1, 2, 3, 12, 0.50
1, 1, 4, 3, 2, 0.50
1, 2, 3, 3, 1, 0.50
1, 2, 5, 3, 9, 0.50
1, 3, 6, 3, 2, 0.50
1, 4, 5, 3, 8, 0.50
1, 4, 7, 3, 9, 0.50
1, 5, 6, 3, 11, 0.50
1, 5, 8, 3, 11, 0.50
1, 6, 9, 3, 7, 0.50
1, 7, 8, 3, 3, 0.50
1, 8, 9, 3, 5, 0.50
1, 1, 2, 4, 8, 0.50
1, 1, 4, 4, 10, 0.50
1, 2, 3, 4, 6, 0.50
1, 2, 5, 4, 6, 0.50
1, 3, 6, 4, 7, 0.50
1, 4, 5, 4, 4, 0.50
1, 4, 7, 4, 3, 0.50
1, 5, 6, 4, 11, 0.50
1, 5, 8, 4, 11, 0.50
1, 6, 9, 4, 9, 0.50
1, 7, 8, 4, 6, 0.50
1, 8, 9, 4, 2, 0.50
1, 1, 2, 5, 13, 0.50
1, 1, 4, 5, 6, 0.50
1, 2, 3, 5, 5, 0.50
1, 2, 5, 5, 6, 0.50
1, 3, 6, 5, 9, 0.50
1, 4, 5, 5, 5, 0.50
1, 4, 7, 5, 1, 0.50
1, 5, 6, 5, 13, 0.50
1, 5, 8, 5, 11, 0.50
1, 6, 9, 5, 5, 0.50
1, 7, 8, 5, 10, 0.50
1, 8, 9, 5, 6, 0.50
1, 1, 2, 6, 7, 0.50
1, 1, 4, 6, 9, 0.50
1, 2, 3, 6, 13, 0.50
1, 2, 5, 6, 11, 0.50
1, 3, 6, 6, 4, 0.50
1, 4, 5, 6, 13, 0.50
1, 4, 7, 6, 1, 0.50
1, 5, 6, 6, 2, 0.50
1, 5, 8, 6, 9, 0.50
1, 6, 9, 6, 11, 0.50
1, 7, 8, 6, 1, 0.50
1, 8, 9, 6, 6, 0.50
1, 1, 2, 7, 7, 0.50
1, 1, 4, 7, 13, 0.50
1, 2, 3, 7, 5, 0.50
1, 2, 5, 7, 7, 0.50
1, 3, 6, 7, 5, 0.50
1, 4, 5, 7, 9, 0.50
1, 4, 7, 7, 9, 0.50
1, 5, 6, 7, 4, 0.50
1, 5, 8, 7, 13, 0.50
1, 6, 9, 7, 10, 0.50
1, 7, 8, 7, 4, 0.50
1, 8, 9, 7, 12, 0.50
1, 1, 2, 8, 11, 0.50
1, 1, 4, 8, 5, 0.50
1, 2, 3, 8, 3, 0.50
1, 2, 5, 8, 12, 0.50
1, 3, 6, 8, 12, 0.50
1, 4, 5, 8, 10, 0.50
1, 4, 7, 8, 8, 0.50
1, 5, 6, 8, 2, 0.50
1, 5, 8, 8, 3, 0.50
1, 6, 9, 8, 10, 0.50
1, 7, 8, 8, 13, 0.50
1, 8, 9, 8, 13, 0.50
1, 1, 2, 9, 12, 0.50
1, 1, 4, 9, 8, 0.50
1, 2, 3, 9, 6, 0.50
1, 2, 5, 9, 8, 0.50
1, 3, 6, 9, 10, 0.50
1, 4, 5, 9, 12, 0.50
1, 4, 7, 9, 1, 0.50
1, 5, 6, 9, 7, 0.50
1, 5, 8, 9, 11, 0.50
