k, i, j, t, w, pr
1, 1, 2, 0, 6, 0.17
1, 1, 5, 0, 4, 0.17
1, 2, 3, 0, 13, 0.17
1, 2, 6, 0, 6, 0.17
1, 3, 4, 0, 13, 0.17
1, 3, 7, 0, 7, 0.17
1, 4, 8, 0, 16, 0.17
1, 5, 6, 0, 27, 0.17
1, 5, 9, 0, 13, 0.17
1, 6, 7, 0, 8, 0.17
1, 6, 10, 0, 2, 0.17
1, 7, 8, 0, 11, 0.17
1, 7, 11, 0, 8, 0.17
1, 8, 12, 0, 29, 0.17
1, 9, 10, 0, 14, 0.17
1, 9, 13, 0, 12, 0.17
1, 10, 11, 0, 4, 0.17
1, 10, 14, 0, 11, 0.17
1, 11, 12, 0, 2, 0.17
1, 11, 15, 0, 3, 0.17
1, 12, 16, 0, 14, 0.17
1, 13, 14, 0, 10, 0.17
1, 14, 15, 0, 8, 0.17
1, 15, 16, 0, 6, 0.17
1, 1, 2, 1, 17, 0.17
1, 1, 5, 1, 21, 0.17
1, 2, 3, 1, 16, 0.17
1, 2, 6, 1, 5, 0.17
1, 3, 4, 1, 14, 0.17
1, 3, 7, 1, 19, 0.17
1, 4, 8, 1, 3, 0.17
1, 5, 6, 1, 27, 0.17
1, 5, 9, 1, 14, 0.17
1, 6, 7, 1, 17, 0.17
1, 6, 10, 1, 24, 0.17
1, 7, 8, 1, 2, 0.17
1, 7, 11, 1, 24, 0.17
1, 8, 12, 1, 29, 0.17
1, 9, 10, 1, 17, 0.17
1, 9, 13, 1, 16, 0.17
1, 10, 11, 1, 5, 0.17
1, 10, 14, 1, 28, 0.17
1, 11, 12, 1, 13, 0.17
1, 11, 15, 1, 3, 0.17
1, 12, 16, 1, 5, 0.17
1, 13, 14, 1, 8, 0.17
1, 14, 15, 1, 23, 0.17
1, 15, 16, 1, 17, 0.17
1, 1, 2, 2, 12, 0.17
1, 1, 5, 2, 18, 0.17
1, 2, 3, 2, 6, 0.17
1, 2, 6, 2, 11, 0.17
1, 3, 4, 2, 12, 0.17
1, 3, 7, 2, 2, 0.17
1, 4, 8, 2, 3, 0.17
1, 5, 6, 2, 19, 0.17
1, 5, 9, 2, 19, 0.17
1, 6, 7, 2, 19, 0.17
1, 6, 10, 2, 18, 0.17
1, 7, 8, 2, 8, 0.17
1, 7, 11, 2, 10, 0.17
1, 8, 12, 2, 13, 0.17
1, 9, 10, 2, 13, 0.17
1, 9, 13, 2, 10, 0.17
1, 10, 11, 2, 17, 0.17
1, 10, 14, 2, 5, 0.17
1, 11, 12, 2, 22, 0.17
1, 11, 15, 2, 27, 0.17
1, 12, 16, 2, 2, 0.17
1, 13, 14, 2, 23, 0.17
1, 14, 15, 2, 18, 0.17
1, 15, 16, 2, 7, 0.17
1, 1, 2, 3, 12, 0.17
1, 1, 5, 3, 13, 0.17
1, 2, 3, 3, 12, 0.17
1, 2, 6, 3, 6, 0.17
1, 3, 4, 3, 25, 0.17
1, 3, 7, 3, 26, 0.17
1, 4, 8, 3, 22, 0.17
1, 5, 6, 3, 20, 0.17
1, 5, 9, 3, 23, 0.17
1, 6, 7, 3, 8, 0.17
1, 6, 10, 3, 10, 0.17
1, 7, 8, 3, 19, 0.17
1, 7, 11, 3, 15, 0.17
1, 8, 12, 3, 10, 0.17
1, 9, 10, 3, 20, 0.17
1, 9, 13, 3, 21, 0.17
1, 10, 11, 3, 23, 0.17
1, 10, 14, 3, 26, 0.17
1, 11, 12, 3, 25, 0.17
1, 11, 15, 3, 16, 0.17
1, 12, 16, 3, 24, 0.17
1, 13, 14, 3, 21, 0.17
1, 14, 15, 3, 19, 0.17
1, 15, 16, 3, 26, 0.17
1, 1, 2, 4, 6, 0.17
1, 1, 5, 4, 10, 0.17
1, 2, 3, 4, 6, 0.17
1, 2, 6, 4, 12, 0.17
1, 3, 4, 4, 20, 0.17
1, 3, 7, 4, 26, 0.17
1, 4, 8, 4, 1, 0.17
1, 5, 6, 4, 27, 0.17
1, 5, 9, 4, 15, 0.17
1, 6, 7, 4, 14, 0.17
1, 6, 10, 4, 24, 0.17
1, 7, 8, 4, 25, 0.17
1, 7, 11, 4, 10, 0.17
1, 8, 12, 4, 10, 0.17
1, 9, 10, 4, 9, 0.17
1, 9, 13, 4, 28, 0.17
1, 10, 11, 4, 16, 0.17
1, 10, 14, 4, 20, 0.17
1, 11, 12, 4, 11, 0.17
1, 11, 15, 4, 24, 0.17
1, 12, 16, 4, 28, 0.17
1, 13, 14, 4, 12, 0.17
1, 14, 15, 4, 5, 0.17
1, 15, 16, 4, 13, 0.17
1, 1, 2, 5, 24, 0.17
1, 1, 5, 5, 20, 0.17
1, 2, 3, 5, 23, 0.17
1, 2, 6, 5, 3, 0.17
1, 3, 4, 5, 1, 0.17
1, 3, 7, 5, 24, 0.17
1, 4, 8, 5, 5, 0.17
1, 5, 6, 5, 10, 0.17
1, 5, 9, 5, 7, 0.17
1, 6, 7, 5, 2, 0.17
1, 6, 10, 5, 25, 0.17
1, 7, 8, 5, 23, 0.17
1, 7, 11, 5, 24, 0.17
1, 8, 12, 5, 12, 0.17
1, 9, 10, 5, 26, 0.17
1, 9, 13, 5, 8, 0.17
1, 10, 11, 5, 22, 0.17
1, 10, 14, 5, 6, 0.17
1, 11, 12, 5, 9, 0.17
1, 11, 15, 5, 24, 0.17
1, 12, 16, 5, 12, 0.17
1, 13, 14, 5, 6, 0.17
1, 14, 15, 5, 26, 0.17
1, 15, 16, 5, 29, 0.17
1, 1, 2, 6, 5, 0.17
1, 1, 5, 6, 11, 0.17
1, 2, 3, 6, 15, 0.17
1, 2, 6, 6, 21, 0.17
1, 3, 4, 6, 10, 0.17
1, 3, 7, 6, 21, 0.17
1, 4, 8, 6, 12, 0.17
1, 5, 6, 6, 24, 0.17
1, 5, 9, 6, 24, 0.17
1, 6, 7, 6, 28, 0.17
1, 6, 10, 6, 9, 0.17
1, 7, 8, 6, 7, 0.17
1, 7, 11, 6, 8, 0.17
1, 8, 12, 6, 28, 0.17
1, 9, 10, 6, 4, 0.17
1, 9, 13, 6, 13, 0.17
1, 10, 11, 6, 27, 0.17
1, 10, 14, 6, 7, 0.17
1, 11, 12, 6, 23, 0.17
1, 11, 15, 6, 1, 0.17
1, 12, 16, 6, 5, 0.17
1, 13, 14, 6, 8, 0.17
1, 14, 15, 6, 23, 0.17
1, 15, 16, 6, 1, 0.17
1, 1, 2, 7, 7, 0.17
1, 1, 5, 7, 22, 0.17
1, 2, 3, 7, 2, 0.17
1, 2, 6, 7, 21, 0.17
1, 3, 4, 7, 29, 0.17
1, 3, 7, 7, 6, 0.17
1, 4, 8, 7, 25, 0.17
1, 5, 6, 7, 12, 0.17
1, 5, 9, 7, 4, 0.17
1, 6, 7, 7, 17, 0.17
1, 6, 10, 7, 21, 0.17
1, 7, 8, 7, 3, 0.17
1, 7, 11, 7, 15, 0.17
1, 8, 12, 7, 21, 0.17
1, 9, 10, 7, 21, 0.17
1, 9, 13, 7, 4, 0.17
1, 10, 11, 7, 18, 0.17
1, 10, 14, 7, 14, 0.17
1, 11, 12, 7, 3, 0.17
1, 11, 15, 7, 25, 0.17
1, 12, 16, 7, 6, 0.17
1, 13, 14, 7, 28, 0.17
1, 14, 15, 7, 18, 0.17
1, 15, 16, 7, 6, 0.17
1, 1, 2, 8, 12, 0.17
1, 1, 5, 8, 21, 0.17
1, 2, 3, 8, 14, 0.17
1, 2, 6, 8, 11, 0.17
1, 3, 4, 8, 19, 0.17
1, 3, 7, 8, 16, 0.17
1, 4, 8, 8, 8, 0.17
1, 5, 6, 8, 18, 0.17
1, 5, 9, 8, 13, 0.17
1, 6, 7, 8, 19, 0.17
1, 6, 10, 8, 5, 0.17
1, 7, 8, 8, 18, 0.17
1, 7, 11, 8, 9, 0.17
1, 8, 12, 8, 24, 0.17
1, 9, 10, 8, 18, 0.17
1, 9, 13, 8, 28, 0.17
1, 10, 11, 8, 9, 0.17
1, 10, 14, 8, 21, 0.17
1, 11, 12, 8, 9, 0.17
1, 11, 15, 8, 27, 0.17
1, 12, 16, 8, 3, 0.17
1, 13, 14, 8, 5, 0.17
1, 14, 15, 8, 28, 0.17
1, 15, 16, 8, 7, 0.17
1, 1, 2, 9, 17, 0.17
1, 1, 5, 9, 11, 0.17
1, 2, 3, 9, 27, 0.17
1, 2, 6, 9, 11, 0.17
1, 3, 4, 9, 1, 0.17
1, 3, 7, 9, 21, 0.17
1, 4, 8, 9, 16, 0.17
1, 5, 6, 9, 25, 0.17
1, 5, 9, 9, 4, 0.17
1, 6, 7, 9, 8, 0.17
1, 6, 10, 9, 12, 0.17
1, 7, 8, 9, 23, 0.17
1, 7, 11, 9, 17, 0.17
1, 8, 12, 9, 8, 0.17
1, 9, 10, 9, 11, 0.17
1, 9, 13, 9, 6, 0.17
1, 10, 11, 9, 4, 0.17
1, 10, 14, 9, 26, 0.17
1, 11, 12, 9, 25, 0.17
1, 11, 15, 9, 17, 0.17
1, 12, 16, 9, 10, 0.17
1, 13, 14, 9, 12, 0.17
1, 14, 15, 9, 20, 0.17
1, 15, 16, 9, 9, 0.17
1, 1, 2, 10, 17, 0.17
1, 1, 5, 10, 5, 0.17
1, 2, 3, 10, 27, 0.17
1, 2, 6, 10, 6, 0.17
1, 3, 4, 10, 21, 0.17
1, 3, 7, 10, 2, 0.17
1, 4, 8, 10, 11, 0.17
1, 5, 6, 10, 3, 0.17
1, 5, 9, 10, 1, 0.17
1, 6, 7, 10, 10, 0.17
1, 6, 10, 10, 4, 0.17
1, 7, 8, 10, 4, 0.17
1, 7, 11, 10, 8, 0.17
1, 8, 12, 10, 15, 0.17
1, 9, 10, 10, 14, 0.17
1, 9, 13, 10, 6, 0.17
1, 10, 11, 10, 1, 0.17
1, 10, 14, 10, 29, 0.17
1, 11, 12, 10, 9, 0.17
1, 11, 15, 10, 29, 0.17
1, 12, 16, 10, 9, 0.17
1, 13, 14, 10, 28, 0.17
1, 14, 15, 10, 24, 0.17
1, 15, 16, 10, 15, 0.17
1, 1, 2, 11, 3, 0.17
1, 1, 5, 11, 19, 0.17
1, 2, 3, 11, 26, 0.17
1, 2, 6, 11, 14, 0.17
1, 3, 4, 11, 23, 0.17
1, 3, 7, 11, 11, 0.17
1, 4, 8, 11, 29, 0.17
1, 5, 6, 11, 22, 0.17
1, 5, 9, 11, 12, 0.17
1, 6, 7, 11, 27, 0.17
1, 6, 10, 11, 11, 0.17
1, 7, 8, 11, 15, 0.17
1, 7, 11, 11, 2, 0.17
1, 8, 12, 11, 15, 0.17
1, 9, 10, 11, 28, 0.17
1, 9, 13, 11, 3, 0.17
1, 10, 11, 11, 24, 0.17
1, 10, 14, 11, 7, 0.17
1, 11, 12, 11, 8, 0.17
1, 11, 15, 11, 7, 0.17
1, 12, 16, 11, 4, 0.17
1, 13, 14, 11, 24, 0.17
1, 14, 15, 11, 17, 0.17
1, 15, 16, 11, 4, 0.17
1, 1, 2, 12, 25, 0.17
1, 1, 5, 12, 18, 0.17
1, 2, 3, 12, 28, 0.17
1, 2, 6, 12, 8, 0.17
1, 3, 4, 12, 18, 0.17
1, 3, 7, 12, 6, 0.17
1, 4, 8, 12, 8, 0.17
1, 5, 6, 12, 15, 0.17
1, 5, 9, 12, 5, 0.17
1, 6, 7, 12, 3, 0.17
1, 6, 10, 12, 14, 0.17
1, 7, 8, 12, 23, 0.17
1, 7, 11, 12, 12, 0.17
1, 8, 12, 12, 19, 0.17
1, 9, 10, 12, 22, 0.17
1, 9, 13, 12, 3, 0.17
1, 10, 11, 12, 16, 0.17
1, 10, 14, 12, 27, 0.17
1, 11, 12, 12, 17, 0.17
1, 11, 15, 12, 29, 0.17
1, 12, 16, 12, 1, 0.17
1, 13, 14, 12, 1, 0.17
1, 14, 15, 12, 18, 0.17
1, 15, 16, 12, 6, 0.17
1, 1, 2, 13, 27, 0.17
1, 1, 5, 13, 9, 0.17
1, 2, 3, 13, 6, 0.17
1, 2, 6, 13, 17, 0.17
1, 3, 4, 13, 5, 0.17
1, 3, 7, 13, 17, 0.17
1, 4, 8, 13, 13, 0.17
1, 5, 6, 13, 19, 0.17
1, 5, 9, 13, 28, 0.17
1, 6, 7, 13, 17, 0.17
1, 6, 10, 13, 13, 0.17
1, 7, 8, 13, 26, 0.17
1, 7, 11, 13, 28, 0.17
1, 8, 12, 13, 19, 0.17
1, 9, 10, 13, 5, 0.17
1, 9, 13, 13, 19, 0.17
1, 10, 11, 13, 10, 0.17
1, 10, 14, 13, 28, 0.17
1, 11, 12, 13, 25, 0.17
1, 11, 15, 13, 10, 0.17
1, 12, 16, 13, 27, 0.17
1, 13, 14, 13, 12, 0.17
1, 14, 15, 13, 6, 0.17
1, 15, 16, 13, 28, 0.17
1, 1, 2, 14, 15, 0.17
1, 1, 5, 14, 9, 0.17
1, 2, 3, 14, 19, 0.17
1, 2, 6, 14, 25, 0.17
1, 3, 4, 14, 7, 0.17
1, 3, 7, 14, 11, 0.17
1, 4, 8, 14, 28, 0.17
1, 5, 6, 14, 10, 0.17
1, 5, 9, 14, 22, 0.17
1, 6, 7, 14, 9, 0.17
1, 6, 10, 14, 8, 0.17
1, 7, 8, 14, 5, 0.17
1, 7, 11, 14, 10, 0.17
1, 8, 12, 14, 27, 0.17
1, 9, 10, 14, 17, 0.17
1, 9, 13, 14, 7, 0.17
1, 10, 11, 14, 1, 0.17
1, 10, 14, 14, 5, 0.17
1, 11, 12, 14, 24, 0.17
1, 11, 15, 14, 20, 0.17
1, 12, 16, 14, 28, 0.17
1, 13, 14, 14, 21, 0.17
1, 14, 15, 14, 23, 0.17
1, 15, 16, 14, 20, 0.17
1, 1, 2, 15, 26, 0.17
1, 1, 5, 15, 22, 0.17
1, 2, 3, 15, 27, 0.17
1, 2, 6, 15, 10, 0.17
1, 3, 4, 15, 12, 0.17
1, 3, 7, 15, 9, 0.17
1, 4, 8, 15, 29, 0.17
1, 5, 6, 15, 5, 0.17
1, 5, 9, 15, 12, 0.17
1, 6, 7, 15, 3, 0.17
1, 6, 10, 15, 25, 0.17
1, 7, 8, 15, 5, 0.17
1, 7, 11, 15, 20, 0.17
1, 8, 12, 15, 22, 0.17
1, 9, 10, 15, 17, 0.17
1, 9, 13, 15, 12, 0.17
1, 10, 11, 15, 22, 0.17
1, 10, 14, 15, 28, 0.17
1, 11, 12, 15, 17, 0.17
1, 11, 15, 15, 10, 0.17
1, 12, 16, 15, 26, 0.17
1, 13, 14, 15, 19, 0.17
1, 14, 15, 15, 19, 0.17
1, 15, 16, 15, 19, 0.17
1, 1, 2, 16, 18, 0.17
1, 1, 5, 16, 4, 0.17
1, 2, 3, 16, 13, 0.17
1, 2, 6, 16, 4, 0.17
1, 3, 4, 16, 25, 0.17
1, 3, 7, 16, 2, 0.17
1, 4, 8, 16, 17, 0.17
1, 5, 6, 16, 5, 0.17
1, 5, 9, 16, 3, 0.17
1, 6, 7, 16, 3, 0.17
1, 6, 10, 16, 11, 0.17
1, 7, 8, 16, 24, 0.17
1, 7, 11, 16, 22, 0.17
1, 8, 12, 16, 7, 0.17
1, 9, 10, 16, 15, 0.17
1, 9, 13, 16, 24, 0.17
1, 10, 11, 16, 21, 0.17
1, 10, 14, 16, 22, 0.17
1, 11, 12, 16, 14, 0.17
1, 11, 15, 16, 19, 0.17
1, 12, 16, 16, 17, 0.17
1, 13, 14, 16, 1, 0.17
1, 14, 15, 16, 26, 0.17
