k, i, j, t, w, pr
1, 1, 2, 0, 9, 0.17
1, 1, 5, 0, 15, 0.17
1, 2, 3, 0, 13, 0.17
1, 2, 6, 0, 17, 0.17
1, 3, 4, 0, 7, 0.17
1, 3, 7, 0, 15, 0.17
1, 4, 8, 0, 8, 0.17
1, 5, 6, 0, 5, 0.17
1, 5, 9, 0, 12, 0.17
1, 6, 7, 0, 7, 0.17
1, 6, 10, 0, 16, 0.17
1, 7, 8, 0, 16, 0.17
1, 7, 11, 0, 10, 0.17
1, 8, 12, 0, 5, 0.17
1, 9, 10, 0, 7, 0.17
1, 9, 13, 0, 1, 0.17
1, 10, 11, 0, 5, 0.17
1, 10, 14, 0, 9, 0.17
1, 11, 12, 0, 4, 0.17
1, 11, 15, 0, 12, 0.17
1, 12, 16, 0, 8, 0.17
1, 13, 14, 0, 2, 0.17
1, 14, 15, 0, 17, 0.17
1, 15, 16, 0, 13, 0.17
1, 1, 2, 1, 7, 0.17
1, 1, 5, 1, 18, 0.17
1, 2, 3, 1, 10, 0.17
1, 2, 6, 1, 6, 0.17
1, 3, 4, 1, 5, 0.17
1, 3, 7, 1, 19, 0.17
1, 4, 8, 1, 8, 0.17
1, 5, 6, 1, 6, 0.17
1, 5, 9, 1, 8, 0.17
1, 6, 7, 1, 7, 0.17
1, 6, 10, 1, 8, 0.17
1, 7, 8, 1, 11, 0.17
1, 7, 11, 1, 13, 0.17
1, 8, 12, 1, 2, 0.17
1, 9, 10, 1, 12, 0.17
1, 9, 13, 1, 10, 0.17
1, 10, 11, 1, 17, 0.17
1, 10, 14, 1, 7, 0.17
1, 11, 12, 1, 13, 0.17
1, 11, 15, 1, 13, 0.17
1, 12, 16, 1, 14, 0.17
1, 13, 14, 1, 2, 0.17
1, 14, 15, 1, 4, 0.17
1, 15, 16, 1, 5, 0.17
1, 1, 2, 2, 7, 0.17
1, 1, 5, 2, 17, 0.17
1, 2, 3, 2, 10, 0.17
1, 2, 6, 2, 4, 0.17
1, 3, 4, 2, 7, 0.17
1, 3, 7, 2, 8, 0.17
1, 4, 8, 2, 7, 0.17
1, 5, 6, 2, 15, 0.17
1, 5, 9, 2, 14, 0.17
1, 6, 7, 2, 18, 0.17
1, 6, 10, 2, 11, 0.17
1, 7, 8, 2, 3, 0.17
1, 7, 11, 2, 15, 0.17
1, 8, 12, 2, 4, 0.17
1, 9, 10, 2, 12, 0.17
1, 9, 13, 2, 8, 0.17
1, 10, 11, 2, 16, 0.17
1, 10, 14, 2, 14, 0.17
1, 11, 12, 2, 18, 0.17
1, 11, 15, 2, 9, 0.17
1, 12, 16, 2, 13, 0.17
1, 13, 14, 2, 9, 0.17
1, 14, 15, 2, 13, 0.17
1, 15, 16, 2, 10, 0.17
1, 1, 2, 3, 7, 0.17
1, 1, 5, 3, 6, 0.17
1, 2, 3, 3, 10, 0.17
1, 2, 6, 3, 10, 0.17
1, 3, 4, 3, 17, 0.17
1, 3, 7, 3, 7, 0.17
1, 4, 8, 3, 9, 0.17
1, 5, 6, 3, 19, 0.17
1, 5, 9, 3, 11, 0.17
1, 6, 7, 3, 16, 0.17
1, 6, 10, 3, 18, 0.17
1, 7, 8, 3, 16, 0.17
1, 7, 11, 3, 13, 0.17
1, 8, 12, 3, 8, 0.17
1, 9, 10, 3, 19, 0.17
1, 9, 13, 3, 19, 0.17
1, 10, 11, 3, 14, 0.17
1, 10, 14, 3, 4, 0.17
1, 11, 12, 3, 5, 0.17
1, 11, 15, 3, 13, 0.17
1, 12, 16, 3, 6, 0.17
1, 13, 14, 3, 5, 0.17
1, 14, 15, 3, 2, 0.17
1, 15, 16, 3, 8, 0.17
1, 1, 2, 4, 5, 0.17
1, 1, 5, 4, 8, 0.17
1, 2, 3, 4, 5, 0.17
1, 2, 6, 4, 19, 0.17
1, 3, 4, 4, 7, 0.17
1, 3, 7, 4, 5, 0.17
1, 4, 8, 4, 4, 0.17
1, 5, 6, 4, 7, 0.17
1, 5, 9, 4, 14, 0.17
1, 6, 7, 4, 17, 0.17
1, 6, 10, 4, 14, 0.17
1, 7, 8, 4, 12, 0.17
1, 7, 11, 4, 9, 0.17
1, 8, 12, 4, 7, 0.17
1, 9, 10, 4, 13, 0.17
1, 9, 13, 4, 17, 0.17
1, 10, 11, 4, 1, 0.17
1, 10, 14, 4, 5, 0.17
1, 11, 12, 4, 8, 0.17
1, 11, 15, 4, 7, 0.17
1, 12, 16, 4, 18, 0.17
1, 13, 14, 4, 4, 0.17
1, 14, 15, 4, 2, 0.17
1, 15, 16, 4, 2, 0.17
1, 1, 2, 5, 9, 0.17
1, 1, 5, 5, 18, 0.17
1, 2, 3, 5, 14, 0.17
1, 2, 6, 5, 13, 0.17
1, 3, 4, 5, 12, 0.17
1, 3, 7, 5, 9, 0.17
1, 4, 8, 5, 16, 0.17
1, 5, 6, 5, 10, 0.17
1, 5, 9, 5, 9, 0.17
1, 6, 7, 5, 4, 0.17
1, 6, 10, 5, 4, 0.17
1, 7, 8, 5, 9, 0.17
1, 7, 11, 5, 5, 0.17
1, 8, 12, 5, 7, 0.17
1, 9, 10, 5, 17, 0.17
1, 9, 13, 5, 10, 0.17
1, 10, 11, 5, 16, 0.17
1, 10, 14, 5, 16, 0.17
1, 11, 12, 5, 19, 0.17
1, 11, 15, 5, 18, 0.17
1, 12, 16, 5, 11, 0.17
1, 13, 14, 5, 14, 0.17
1, 14, 15, 5, 11, 0.17
1, 15, 16, 5, 9, 0.17
1, 1, 2, 6, 8, 0.17
1, 1, 5, 6, 8, 0.17
1, 2, 3, 6, 17, 0.17
1, 2, 6, 6, 7, 0.17
1, 3, 4, 6, 16, 0.17
1, 3, 7, 6, 17, 0.17
1, 4, 8, 6, 15, 0.17
1, 5, 6, 6, 5, 0.17
1, 5, 9, 6, 13, 0.17
1, 6, 7, 6, 7, 0.17
1, 6, 10, 6, 14, 0.17
1, 7, 8, 6, 14, 0.17
1, 7, 11, 6, 19, 0.17
1, 8, 12, 6, 10, 0.17
1, 9, 10, 6, 5, 0.17
1, 9, 13, 6, 2, 0.17
1, 10, 11, 6, 19, 0.17
1, 10, 14, 6, 18, 0.17
1, 11, 12, 6, 4, 0.17
1, 11, 15, 6, 7, 0.17
1, 12, 16, 6, 19, 0.17
1, 13, 14, 6, 3, 0.17
1, 14, 15, 6, 2, 0.17
1, 15, 16, 6, 14, 0.17
1, 1, 2, 7, 13, 0.17
1, 1, 5, 7, 3, 0.17
1, 2, 3, 7, 2, 0.17
1, 2, 6, 7, 13, 0.17
1, 3, 4, 7, 4, 0.17
1, 3, 7, 7, 7, 0.17
1, 4, 8, 7, 12, 0.17
1, 5, 6, 7, 10, 0.17
1, 5, 9, 7, 8, 0.17
1, 6, 7, 7, 17, 0.17
1, 6, 10, 7, 3, 0.17
1, 7, 8, 7, 4, 0.17
1, 7, 11, 7, 2, 0.17
1, 8, 12, 7, 1, 0.17
1, 9, 10, 7, 2, 0.17
1, 9, 13, 7, 6, 0.17
1, 10, 11, 7, 3, 0.17
1, 10, 14, 7, 7, 0.17
1, 11, 12, 7, 2, 0.17
1, 11, 15, 7, 16, 0.17
1, 12, 16, 7, 17, 0.17
1, 13, 14, 7, 11, 0.17
1, 14, 15, 7, 17, 0.17
1, 15, 16, 7, 16, 0.17
1, 1, 2, 8, 6, 0.17
1, 1, 5, 8, 10, 0.17
1, 2, 3, 8, 11, 0.17
1, 2, 6, 8, 2, 0.17
1, 3, 4, 8, 7, 0.17
1, 3, 7, 8, 17, 0.17
1, 4, 8, 8, 6, 0.17
1, 5, 6, 8, 12, 0.17
1, 5, 9, 8, 8, 0.17
1, 6, 7, 8, 10, 0.17
1, 6, 10, 8, 1, 0.17
1, 7, 8, 8, 15, 0.17
1, 7, 11, 8, 7, 0.17
1, 8, 12, 8, 18, 0.17
1, 9, 10, 8, 8, 0.17
1, 9, 13, 8, 3, 0.17
1, 10, 11, 8, 11, 0.17
1, 10, 14, 8, 12, 0.17
1, 11, 12, 8, 3, 0.17
1, 11, 15, 8, 3, 0.17
1, 12, 16, 8, 10, 0.17
1, 13, 14, 8, 4, 0.17
1, 14, 15, 8, 4, 0.17
1, 15, 16, 8, 10, 0.17
1, 1, 2, 9, 17, 0.17
1, 1, 5, 9, 6, 0.17
1, 2, 3, 9, 3, 0.17
1, 2, 6, 9, 13, 0.17
1, 3, 4, 9, 3, 0.17
1, 3, 7, 9, 4, 0.17
1, 4, 8, 9, 11, 0.17
1, 5, 6, 9, 3, 0.17
1, 5, 9, 9, 8, 0.17
1, 6, 7, 9, 17, 0.17
1, 6, 10, 9, 12, 0.17
1, 7, 8, 9, 17, 0.17
1, 7, 11, 9, 6, 0.17
1, 8, 12, 9, 17, 0.17
1, 9, 10, 9, 4, 0.17
1, 9, 13, 9, 15, 0.17
1, 10, 11, 9, 10, 0.17
1, 10, 14, 9, 1, 0.17
1, 11, 12, 9, 5, 0.17
1, 11, 15, 9, 7, 0.17
1, 12, 16, 9, 3, 0.17
1, 13, 14, 9, 18, 0.17
1, 14, 15, 9, 3, 0.17
1, 15, 16, 9, 14, 0.17
1, 1, 2, 10, 12, 0.17
1, 1, 5, 10, 3, 0.17
1, 2, 3, 10, 13, 0.17
1, 2, 6, 10, 17, 0.17
1, 3, 4, 10, 6, 0.17
1, 3, 7, 10, 5, 0.17
1, 4, 8, 10, 9, 0.17
1, 5, 6, 10, 13, 0.17
1, 5, 9, 10, 16, 0.17
1, 6, 7, 10, 11, 0.17
1, 6, 10, 10, 12, 0.17
1, 7, 8, 10, 11, 0.17
1, 7, 11, 10, 18, 0.17
1, 8, 12, 10, 4, 0.17
1, 9, 10, 10, 3, 0.17
1, 9, 13, 10, 10, 0.17
1, 10, 11, 10, 2, 0.17
1, 10, 14, 10, 7, 0.17
1, 11, 12, 10, 2, 0.17
1, 11, 15, 10, 5, 0.17
1, 12, 16, 10, 8, 0.17
1, 13, 14, 10, 5, 0.17
1, 14, 15, 10, 1, 0.17
1, 15, 16, 10, 8, 0.17
1, 1, 2, 11, 17, 0.17
1, 1, 5, 11, 18, 0.17
1, 2, 3, 11, 5, 0.17
1, 2, 6, 11, 12, 0.17
1, 3, 4, 11, 7, 0.17
1, 3, 7, 11, 15, 0.17
1, 4, 8, 11, 8, 0.17
1, 5, 6, 11, 7, 0.17
1, 5, 9, 11, 2, 0.17
1, 6, 7, 11, 9, 0.17
1, 6, 10, 11, 13, 0.17
1, 7, 8, 11, 9, 0.17
1, 7, 11, 11, 10, 0.17
1, 8, 12, 11, 15, 0.17
1, 9, 10, 11, 2, 0.17
1, 9, 13, 11, 12, 0.17
1, 10, 11, 11, 9, 0.17
1, 10, 14, 11, 11, 0.17
1, 11, 12, 11, 8, 0.17
1, 11, 15, 11, 2, 0.17
1, 12, 16, 11, 9, 0.17
1, 13, 14, 11, 16, 0.17
1, 14, 15, 11, 7, 0.17
1, 15, 16, 11, 6, 0.17
1, 1, 2, 12, 11, 0.17
1, 1, 5, 12, 7, 0.17
1, 2, 3, 12, 6, 0.17
1, 2, 6, 12, 5, 0.17
1, 3, 4, 12, 7, 0.17
1, 3, 7, 12, 3, 0.17
1, 4, 8, 12, 9, 0.17
1, 5, 6, 12, 14, 0.17
1, 5, 9, 12, 15, 0.17
1, 6, 7, 12, 14, 0.17
